time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-03-05T00:00,1.8,1.3,1.9,1.3,1.8,5.2,1,1,5,0,0,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05T01:00,1.6,1.0,1.4,1.0,1.2,5.0,1,5,12,0,0,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05T02:00,1.5,0.8,1.0,0.6,0.7,4.6,1,6,15,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05T03:00,1.0,0.7,0.6,0.3,0.4,4.1,3,51,11,0,0,97,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05T04:00,0.6,0.6,0.2,-0.0,0.1,3.5,1,54,3,1,0,93,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05T05:00,0.3,0.5,-0.1,-0.3,-0.1,2.9,4,45,0,3,0,83,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05T06:00,0.1,0.5,-0.4,-0.6,-0.5,2.2,2,21,6,8,1,61,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05T07:00,0.2,0.2,-0.6,-0.9,-1.0,1.4,5,19,17,14,3,33,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05T08:00,0.3,0.2,-0.5,-0.8,-1.0,0.9,7,34,22,17,4,12,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05T09:00,0.5,0.5,-0.1,-0.3,-0.5,0.9,20,55,17,13,3,3,42.0,36.0,30.0,29.0,42.0,29.0
2024-03-05T10:00,1.1,1.3,0.6,0.5,0.4,1.2,29,70,7,5,1,1,149.0,131.0,111.0,103.0,123.0,88.0
2024-03-05T11:00,1.9,2.2,1.3,1.4,1.3,1.8,9,49,0,0,0,0,256.0,250.0,210.0,197.0,196.0,137.0
2024-03-05T12:00,2.9,3.2,2.3,2.5,2.3,2.7,11,63,0,1,0,0,368.0,313.0,297.0,290.0,273.0,182.0
2024-03-05T13:00,3.8,4.3,3.3,3.7,3.4,3.8,20,56,2,5,0,0,419.0,360.0,326.0,354.0,346.0,212.0
2024-03-05T14:00,4.3,4.7,4.2,4.6,4.2,4.6,6,68,3,7,0,4,421.0,332.0,333.0,370.0,257.0,115.0
2024-03-05T15:00,4.4,4.9,4.7,4.9,4.7,5.0,6,38,2,5,0,12,415.0,347.0,321.0,369.0,204.0,110.0
2024-03-05T16:00,3.9,5.0,5.1,4.9,4.9,5.1,7,25,1,2,0,22,350.0,329.0,260.0,310.0,129.0,97.0
2024-03-05T17:00,3.8,4.2,5.1,4.6,4.8,4.9,6,12,0,0,0,30,249.0,240.0,193.0,217.0,71.0,71.0
2024-03-05T18:00,3.2,3.4,4.5,4.0,4.2,4.4,18,14,0,0,0,36,130.0,131.0,101.0,108.0,37.0,38.0
2024-03-05T19:00,2.5,2.5,3.6,3.2,3.2,3.6,46,20,0,0,0,40,26.0,27.0,20.0,19.0,10.0,9.0
2024-03-05T20:00,2.0,2.0,2.8,2.5,2.4,2.8,8,42,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05T21:00,1.9,1.9,2.3,1.9,1.9,2.3,11,51,17,3,0,31,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05T22:00,1.7,1.7,1.8,1.4,1.6,1.8,17,76,41,9,0,17,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05T23:00,1.5,1.7,1.5,1.1,1.3,1.5,73,89,60,21,0,16,0.0,0.0,0.0,0.0,0.0,0.0
