time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-03-31T00:00,7.8,8.3,7.8,8.1,7.8,8.2,99,98,89,68,75,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31T01:00,8.9,7.9,7.6,7.6,7.9,6.7,95,93,88,87,92,92,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31T02:00,8.0,7.4,7.5,7.1,7.9,5.5,99,88,88,100,100,83,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31T03:00,9.3,7.2,7.4,6.8,7.6,5.2,100,100,91,100,92,78,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31T04:00,9.3,7.4,7.2,6.7,7.2,5.3,100,100,96,94,76,74,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31T05:00,9.1,8.2,7.1,6.6,6.7,5.4,100,100,99,90,67,64,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31T06:00,8.1,7.8,6.7,6.8,6.2,5.3,100,100,99,92,75,44,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31T07:00,7.8,7.3,6.3,7.1,5.7,5.3,100,100,98,97,89,18,0.0,0.0,1.0,1.0,1.0,1.0
2024-03-31T08:00,7.4,7.6,6.3,7.5,5.7,5.3,99,100,97,100,100,0,11.0,26.0,45.0,48.0,50.0,65.0
2024-03-31T09:00,7.8,7.8,7.2,8.3,6.6,5.6,98,100,96,100,100,0,106.0,81.0,132.0,123.0,153.0,188.0
2024-03-31T10:00,8.5,8.8,8.5,9.3,7.9,6.0,100,100,94,100,97,0,172.0,96.0,228.0,191.0,257.0,311.0
2024-03-31T11:00,8.2,9.1,9.7,9.8,8.9,6.4,100,92,94,100,94,0,122.0,241.0,302.0,234.0,288.0,362.0
2024-03-31T12:00,8.3,9.6,10.8,9.7,9.2,6.7,100,78,96,100,96,21,123.0,231.0,345.0,247.0,245.0,336.0
2024-03-31T13:00,8.1,9.6,11.8,9.3,9.3,7.0,100,80,98,100,100,49,156.0,477.0,354.0,244.0,199.0,298.0
2024-03-31T14:00,7.9,11.5,12.1,8.8,9.1,7.1,100,98,100,100,100,70,132.0,484.0,324.0,233.0,211.0,295.0
2024-03-31T15:00,8.2,10.5,11.2,8.4,8.8,7.1,100,100,100,100,93,74,170.0,326.0,264.0,212.0,242.0,300.0
2024-03-31T16:00,8.2,10.6,9.7,8.0,8.3,7.0,100,99,100,100,82,70,167.0,330.0,206.0,182.0,239.0,282.0
2024-03-31T17:00,7.8,9.6,8.6,7.6,7.8,7.0,100,100,100,100,76,69,148.0,170.0,161.0,145.0,187.0,235.0
2024-03-31T18:00,7.5,9.9,8.7,7.3,7.5,7.2,100,100,81,100,78,75,86.0,158.0,117.0,103.0,122.0,172.0
2024-03-31T19:00,7.2,9.4,9.2,7.0,7.3,7.6,100,99,55,100,85,84,25.0,83.0,67.0,58.0,63.0,99.0
2024-03-31T20:00,7.1,8.7,9.5,6.8,7.2,7.8,100,99,42,100,91,90,4.0,20.0,16.0,14.0,14.0,23.0
2024-03-31T21:00,6.9,7.7,9.1,6.5,7.1,7.7,100,100,55,100,97,89,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31T22:00,6.7,8.1,8.5,6.3,7.0,7.5,100,100,80,100,100,85,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31T23:00,6.9,7.4,7.9,6.2,6.9,7.4,100,100,99,100,100,83,0.0,0.0,0.0,0.0,0.0,0.0
