time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-02-15T00:00,2.9,2.2,2.2,2.7,4.0,2.6,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-15T01:00,2.8,2.0,2.0,2.6,4.3,2.7,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-15T02:00,2.8,2.0,1.9,2.5,4.5,2.7,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-15T03:00,2.9,2.3,1.9,2.5,4.8,2.7,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-15T04:00,3.0,2.0,1.9,2.4,5.0,2.7,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-15T05:00,3.0,1.9,1.9,2.4,5.2,2.7,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-15T06:00,2.9,1.8,1.9,2.3,5.3,2.7,100,100,100,100,89,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-15T07:00,2.9,1.7,2.0,2.2,5.3,2.7,100,100,100,100,74,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-15T08:00,2.8,1.9,2.1,2.1,5.3,2.8,100,100,100,100,66,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-15T09:00,2.8,2.0,2.2,2.2,5.3,2.9,100,100,96,100,70,100,0.0,0.0,0.0,1.0,0.0,0.0
2024-02-15T10:00,2.9,2.1,2.4,2.3,5.2,3.1,100,100,91,100,81,100,8.0,4.0,13.0,19.0,4.0,20.0
2024-02-15T11:00,3.2,2.3,2.6,2.5,5.1,3.3,100,100,89,100,90,100,36.0,44.0,38.0,52.0,10.0,47.0
2024-02-15T12:00,3.6,2.5,3.1,2.7,4.9,3.8,100,100,91,100,95,100,21.0,56.0,62.0,63.0,17.0,68.0
2024-02-15T13:00,4.1,2.9,3.8,3.0,4.7,4.4,100,100,96,100,98,100,23.0,49.0,89.0,92.0,25.0,81.0
2024-02-15T14:00,4.6,3.6,4.2,3.2,4.6,4.8,100,100,100,100,100,100,27.0,67.0,26.0,63.0,32.0,32.0
2024-02-15T15:00,4.6,3.9,4.2,3.3,4.5,4.8,100,100,100,100,100,100,19.0,91.0,31.0,72.0,27.0,37.0
2024-02-15T16:00,4.5,4.0,4.1,3.2,4.4,4.7,100,100,100,100,100,100,11.0,52.0,16.0,41.0,20.0,37.0
2024-02-15T17:00,4.3,3.4,3.9,3.2,4.4,4.6,100,100,100,100,100,100,5.0,9.0,10.0,29.0,12.0,28.0
2024-02-15T18:00,4.3,3.4,3.6,3.1,4.4,4.6,100,100,100,100,100,100,1.0,1.0,5.0,6.0,4.0,9.0
2024-02-15T19:00,4.2,3.4,3.2,2.9,4.5,4.5,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-15T20:00,4.2,3.2,3.0,2.8,4.5,4.5,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-15T21:00,4.4,3.2,2.9,2.8,4.6,4.8,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-15T22:00,4.7,3.3,2.9,2.7,4.7,5.1,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-15T23:00,4.9,3.5,3.1,2.9,4.5,5.2,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
