time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-02-18T00:00,-1.3,0.4,1.1,0.1,-1.0,-1.2,38,13,27,31,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-18T01:00,-1.3,0.2,1.1,0.4,-1.2,-1.2,90,36,49,31,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-18T02:00,-0.8,0.2,1.1,0.6,-1.4,-1.2,99,98,67,31,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-18T03:00,-0.2,0.7,1.2,0.4,-1.6,-1.4,100,99,79,29,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-18T04:00,0.7,0.8,1.4,0.2,-1.8,-1.5,100,100,87,28,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-18T05:00,1.0,1.1,1.5,0.0,-1.9,-1.6,100,100,93,33,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-18T06:00,1.3,1.2,1.5,0.0,-2.2,-1.7,100,100,97,53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-18T07:00,1.7,1.4,1.4,0.2,-2.5,-1.7,100,100,99,80,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-18T08:00,1.8,1.5,1.4,0.5,-2.6,-1.6,100,100,100,100,0,6,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-18T09:00,1.8,1.8,1.7,1.1,-2.4,-1.3,100,100,100,100,2,32,1.0,2.0,1.0,2.0,3.0,2.0
2024-02-18T10:00,1.9,2.0,2.1,1.9,-1.9,-0.8,100,100,100,100,4,66,19.0,30.0,14.0,33.0,25.0,20.0
2024-02-18T11:00,2.1,2.2,2.5,2.5,-1.1,-0.2,100,100,100,100,8,90,35.0,64.0,29.0,59.0,54.0,41.0
2024-02-18T12:00,2.4,2.6,2.6,2.9,0.1,0.7,100,100,100,100,13,95,56.0,72.0,43.0,73.0,81.0,57.0
2024-02-18T13:00,2.6,2.7,2.6,3.1,1.5,1.8,100,100,100,100,19,90,47.0,37.0,79.0,125.0,101.0,64.0
2024-02-18T14:00,2.7,2.7,2.7,3.2,2.4,2.5,100,100,100,100,30,84,26.0,19.0,94.0,134.0,160.0,145.0
2024-02-18T15:00,2.8,2.8,2.7,3.2,2.6,2.7,100,100,100,100,49,81,12.0,13.0,50.0,90.0,137.0,121.0
2024-02-18T16:00,2.6,2.7,2.8,3.2,2.4,2.6,100,100,100,100,73,77,7.0,10.0,38.0,50.0,97.0,83.0
2024-02-18T17:00,2.8,2.8,2.9,3.2,2.1,2.4,100,100,100,100,90,74,4.0,4.0,17.0,31.0,59.0,46.0
2024-02-18T18:00,3.1,2.8,3.1,3.2,1.8,2.4,100,100,100,100,95,71,2.0,1.0,5.0,11.0,24.0,15.0
2024-02-18T19:00,3.3,3.1,3.3,3.3,1.5,2.3,100,100,100,100,93,68,0.0,0.0,0.0,0.0,1.0,1.0
2024-02-18T20:00,3.6,3.2,3.4,3.3,1.3,2.1,100,100,100,100,90,69,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-18T21:00,3.8,3.0,3.5,3.5,1.2,2.0,100,100,100,100,88,78,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-18T22:00,4.1,2.9,3.4,3.7,1.2,1.8,100,100,100,100,86,92,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-18T23:00,4.1,2.8,3.3,3.7,1.3,1.5,100,100,100,100,86,100,0.0,0.0,0.0,0.0,0.0,0.0
