time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-04-01T00:00,7.2,7.7,7.6,6.2,6.7,7.5,99,100,100,93,87,88,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01T01:00,7.6,7.8,7.4,6.3,6.5,7.7,96,100,100,84,67,95,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01T02:00,7.6,6.5,7.2,6.4,6.3,7.9,100,94,100,78,53,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01T03:00,7.4,6.5,7.2,6.4,6.2,7.9,98,98,100,81,48,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01T04:00,7.2,6.4,7.2,6.4,6.1,7.8,95,100,100,87,48,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01T05:00,6.4,7.0,7.0,6.3,6.0,7.7,100,100,100,90,51,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01T06:00,6.0,6.9,6.5,6.1,5.9,7.5,98,100,100,86,61,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01T07:00,5.9,6.6,5.8,5.9,5.8,7.3,100,100,99,80,74,100,1.0,0.0,1.0,1.0,1.0,1.0
2024-04-01T08:00,6.1,6.7,5.5,5.8,5.8,7.2,97,100,99,73,81,100,16.0,8.0,41.0,27.0,36.0,22.0
2024-04-01T09:00,7.0,6.8,5.9,5.8,6.1,7.1,100,100,100,67,72,100,97.0,16.0,119.0,85.0,104.0,47.0
2024-04-01T10:00,8.2,6.9,6.7,6.0,6.5,7.1,100,100,100,61,57,100,197.0,15.0,209.0,156.0,177.0,82.0
2024-04-01T11:00,9.5,8.3,7.4,6.2,6.8,7.4,97,83,100,56,50,100,351.0,277.0,291.0,210.0,213.0,162.0
2024-04-01T12:00,10.9,9.8,8.0,6.4,6.8,8.0,70,45,95,50,64,100,420.0,445.0,355.0,244.0,210.0,278.0
2024-04-01T13:00,10.5,10.4,8.5,6.7,6.6,8.8,14,75,89,45,87,100,532.0,490.0,377.0,273.0,200.0,370.0
2024-04-01T14:00,11.6,10.5,8.8,7.1,6.6,9.4,64,100,86,46,100,100,574.0,464.0,334.0,316.0,209.0,392.0
2024-04-01T15:00,12.0,10.7,8.8,7.5,7.0,9.6,29,98,89,60,89,100,520.0,423.0,249.0,349.0,220.0,361.0
2024-04-01T16:00,13.3,10.8,8.6,7.9,7.6,9.5,100,100,95,81,68,100,409.0,247.0,172.0,334.0,214.0,306.0
2024-04-01T17:00,13.8,10.8,8.3,8.2,8.1,9.3,100,99,100,97,57,100,304.0,292.0,123.0,262.0,186.0,234.0
2024-04-01T18:00,13.2,10.4,7.9,8.1,8.4,8.9,88,99,100,100,68,100,196.0,191.0,84.0,170.0,142.0,155.0
2024-04-01T19:00,12.0,10.0,7.4,7.9,8.6,8.3,54,100,100,100,89,100,115.0,81.0,46.0,89.0,85.0,83.0
2024-04-01T20:00,10.8,9.0,6.8,7.5,8.6,7.8,99,100,100,100,100,100,24.0,14.0,11.0,21.0,21.0,20.0
2024-04-01T21:00,10.0,8.8,6.3,6.7,8.5,7.5,95,100,100,86,89,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01T22:00,9.7,8.5,5.9,5.8,8.2,7.3,94,100,100,67,69,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01T23:00,9.5,7.7,5.5,5.3,7.9,7.2,91,99,100,58,58,100,0.0,0.0,0.0,0.0,0.0,0.0
