time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-01-12T00:00,-4.1,,,,,,0,,,,,,0.0,,,,,
2024-01-12T01:00,-4.3,,,,,,0,,,,,,0.0,,,,,
2024-01-12T02:00,-4.4,,,,,,0,,,,,,0.0,,,,,
2024-01-12T03:00,-3.8,,,,,,1,,,,,,0.0,,,,,
2024-01-12T04:00,-3.1,,,,,,1,,,,,,0.0,,,,,
2024-01-12T05:00,-2.8,,,,,,1,,,,,,0.0,,,,,
2024-01-12T06:00,-3.0,,,,,,1,,,,,,0.0,,,,,
2024-01-12T07:00,-3.5,,,,,,7,,,,,,0.0,,,,,
2024-01-12T08:00,-4.0,,,,,,12,,,,,,0.0,,,,,
2024-01-12T09:00,-4.6,,,,,,7,,,,,,0.0,,,,,
2024-01-12T10:00,-5.0,,,,,,2,,,,,,0.0,,,,,
2024-01-12T11:00,-5.2,,,,,,26,,,,,,36.0,,,,,
2024-01-12T12:00,-3.8,,,,,,65,,,,,,79.0,,,,,
2024-01-12T13:00,-2.4,,,,,,81,,,,,,86.0,,,,,
2024-01-12T14:00,-1.4,,,,,,93,,,,,,100.0,,,,,
2024-01-12T15:00,-0.9,,,,,,95,,,,,,68.0,,,,,
2024-01-12T16:00,-1.0,,,,,,92,,,,,,44.0,,,,,
2024-01-12T17:00,-1.6,,,,,,90,,,,,,10.0,,,,,
2024-01-12T18:00,-2.5,,,,,,96,,,,,,0.0,,,,,
2024-01-12T19:00,-3.1,,,,,,99,,,,,,0.0,,,,,
2024-01-12T20:00,-3.8,,,,,,100,,,,,,0.0,,,,,
2024-01-12T21:00,-3.7,,,,,,100,,,,,,0.0,,,,,
2024-01-12T22:00,-3.2,,,,,,100,,,,,,0.0,,,,,
2024-01-12T23:00,-3.0,,,,,,100,,,,,,0.0,,,,,
