time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-01-20T00:00,1.1,1.2,,,,,100,100,,,,,0.0,0.0,,,,
2024-01-20T01:00,1.1,1.3,,,,,100,100,,,,,0.0,0.0,,,,
2024-01-20T02:00,0.4,1.0,,,,,100,100,,,,,0.0,0.0,,,,
2024-01-20T03:00,0.3,0.9,,,,,100,100,,,,,0.0,0.0,,,,
2024-01-20T04:00,0.3,0.6,,,,,100,89,,,,,0.0,0.0,,,,
2024-01-20T05:00,0.3,1.0,,,,,100,100,,,,,0.0,0.0,,,,
2024-01-20T06:00,0.3,0.4,,,,,99,98,,,,,0.0,0.0,,,,
2024-01-20T07:00,-0.1,-0.5,,,,,73,97,,,,,0.0,0.0,,,,
2024-01-20T08:00,-0.8,-0.8,,,,,73,81,,,,,0.0,0.0,,,,
2024-01-20T09:00,-1.9,-3.0,,,,,22,24,,,,,0.0,0.0,,,,
2024-01-20T10:00,-2.3,-4.2,,,,,0,5,,,,,2.0,2.0,,,,
2024-01-20T11:00,-4.2,-4.3,,,,,3,40,,,,,54.0,52.0,,,,
2024-01-20T12:00,-5.0,-3.3,,,,,4,82,,,,,129.0,96.0,,,,
2024-01-20T13:00,-4.6,-2.9,,,,,55,88,,,,,168.0,105.0,,,,
2024-01-20T14:00,-3.9,-2.5,-4.1,,,,84,99,92.0,,,,130.0,79.0,115.0,,,
2024-01-20T15:00,-3.5,-1.5,-3.3,,,,87,100,88.0,,,,99.0,57.0,88.0,,,
2024-01-20T16:00,-3.3,-0.9,-2.7,,,,100,100,87.0,,,,59.0,27.0,51.0,,,
2024-01-20T17:00,-3.1,-0.3,-2.1,,,,100,100,96.0,,,,8.0,5.0,12.0,,,
2024-01-20T18:00,-2.6,0.0,-1.7,,,,100,100,100.0,,,,0.0,0.0,0.0,,,
2024-01-20T19:00,-1.9,0.3,-1.6,,,,100,100,100.0,,,,0.0,0.0,0.0,,,
2024-01-20T20:00,-0.6,0.2,-0.4,,,,100,100,100.0,,,,0.0,0.0,0.0,,,
2024-01-20T21:00,-0.1,0.4,1.1,,,,100,100,100.0,,,,0.0,0.0,0.0,,,
2024-01-20T22:00,0.8,1.0,2.4,,,,100,100,100.0,,,,0.0,0.0,0.0,,,
2024-01-20T23:00,1.2,2.0,2.7,,,,100,100,100.0,,,,0.0,0.0,0.0,,,
