time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-03-01T00:00,4.7,4.9,4.7,4.8,4.9,4.4,100,100,100,100,100,86,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01T01:00,4.7,5.1,4.8,5.0,4.9,4.5,100,100,100,100,100,92,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01T02:00,4.8,5.1,4.8,5.0,4.8,4.5,100,100,100,100,100,90,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01T03:00,4.2,5.1,4.5,4.7,4.8,4.3,91,90,72,70,89,74,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01T04:00,4.2,5.0,4.1,4.3,4.7,3.9,83,94,33,28,73,51,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01T05:00,3.5,4.5,3.8,4.0,4.7,3.6,44,74,6,0,64,32,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01T06:00,3.0,4.2,3.6,3.8,4.7,3.3,99,84,1,0,66,21,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01T07:00,3.3,4.0,3.5,3.8,4.8,3.1,100,100,7,9,75,14,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01T08:00,3.3,4.3,3.7,3.9,4.8,3.1,100,100,12,17,83,10,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01T09:00,4.1,4.6,4.3,4.5,5.0,3.7,97,100,10,17,91,8,9.0,7.0,15.0,3.0,3.0,6.0
2024-03-01T10:00,5.0,5.1,5.3,5.3,5.2,4.6,99,100,7,14,98,10,45.0,37.0,67.0,25.0,11.0,21.0
2024-03-01T11:00,5.8,6.1,6.1,6.0,5.4,5.2,100,100,7,13,100,20,70.0,103.0,132.0,30.0,19.0,37.0
2024-03-01T12:00,6.5,6.9,6.7,6.7,5.6,5.2,100,100,13,14,90,44,92.0,105.0,161.0,44.0,28.0,65.0
2024-03-01T13:00,7.2,7.2,7.2,7.3,5.9,5.0,100,100,22,16,73,77,124.0,98.0,225.0,55.0,40.0,99.0
2024-03-01T14:00,7.6,7.1,7.5,7.6,6.0,4.8,100,100,32,24,65,100,110.0,96.0,130.0,114.0,46.0,108.0
2024-03-01T15:00,7.6,7.4,7.6,7.5,5.9,4.9,100,100,43,43,73,100,71.0,97.0,126.0,111.0,44.0,82.0
2024-03-01T16:00,7.3,7.3,7.4,7.1,5.5,5.1,100,100,54,68,88,100,36.0,79.0,116.0,54.0,39.0,46.0
2024-03-01T17:00,7.2,6.9,7.1,6.7,5.3,5.2,100,100,66,86,100,100,15.0,55.0,80.0,45.0,31.0,21.0
2024-03-01T18:00,6.9,6.6,6.8,6.3,5.2,5.2,99,100,80,90,100,100,9.0,20.0,54.0,25.0,20.0,9.0
2024-03-01T19:00,6.2,6.2,6.3,5.9,5.1,5.2,100,100,93,87,100,100,2.0,2.0,8.0,5.0,5.0,2.0
2024-03-01T20:00,6.1,6.2,6.0,5.5,5.1,5.2,100,100,100,86,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01T21:00,5.8,6.2,5.9,5.4,4.9,5.2,100,100,93,90,95,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01T22:00,5.7,5.9,6.0,5.4,4.7,5.1,100,100,79,95,89,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01T23:00,5.9,5.8,6.1,5.4,4.6,4.9,100,100,71,99,86,100,0.0,0.0,0.0,0.0,0.0,0.0
