time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-03-17T00:00,0.8,1.3,1.5,1.5,3.9,3.8,91,96,58,90,69,75,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-17T01:00,0.8,1.1,1.5,1.8,3.0,2.4,77,97,33,87,55,92,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-17T02:00,0.6,0.7,1.3,2.0,2.3,1.3,40,50,14,77,40,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-17T03:00,0.2,0.5,1.0,1.8,2.0,1.0,16,39,5,53,25,90,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-17T04:00,0.1,0.1,0.6,1.5,1.8,1.0,1,16,1,22,10,72,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-17T05:00,-0.7,-0.2,0.2,1.1,1.6,1.1,0,9,0,0,0,59,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-17T06:00,-1.0,-0.5,-0.4,0.7,1.2,1.0,0,1,2,0,0,62,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-17T07:00,-1.5,-0.7,-1.0,0.3,0.8,0.9,0,0,6,0,0,70,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-17T08:00,-1.8,-0.8,-1.2,0.1,0.6,1.0,0,0,8,0,0,72,13.0,12.0,11.0,11.0,11.0,5.0
2024-03-17T09:00,-1.4,0.0,-0.9,0.4,0.9,1.3,0,0,6,0,0,57,112.0,112.0,107.0,107.0,108.0,59.0
2024-03-17T10:00,-0.5,1.1,-0.1,0.9,1.4,1.8,0,0,3,0,0,36,243.0,245.0,239.0,240.0,241.0,143.0
2024-03-17T11:00,0.7,2.1,0.7,1.4,2.0,2.1,0,0,0,0,0,25,370.0,372.0,361.0,362.0,362.0,220.0
2024-03-17T12:00,2.0,3.3,1.5,1.9,2.7,2.1,0,0,0,0,3,36,466.0,472.0,458.0,458.0,453.0,277.0
2024-03-17T13:00,2.7,4.3,2.4,2.5,3.4,2.0,0,0,0,0,7,57,526.0,531.0,518.0,516.0,509.0,316.0
2024-03-17T14:00,3.5,5.2,3.0,2.9,4.0,2.0,17,0,1,5,10,73,543.0,539.0,537.0,532.0,527.0,345.0
2024-03-17T15:00,4.2,5.9,3.4,3.2,4.3,2.2,71,0,21,25,9,77,507.0,510.0,510.0,502.0,500.0,349.0
2024-03-17T16:00,5.0,5.9,3.5,3.4,4.5,2.4,46,48,49,52,6,75,441.0,449.0,436.0,428.0,431.0,311.0
2024-03-17T17:00,4.8,5.5,3.3,3.2,4.4,2.4,93,46,70,72,4,74,338.0,342.0,319.0,314.0,323.0,229.0
2024-03-17T18:00,4.4,4.6,2.5,2.5,3.9,1.9,100,87,78,77,6,75,184.0,203.0,190.0,189.0,199.0,134.0
2024-03-17T19:00,3.2,3.6,1.5,1.4,3.1,1.2,100,66,79,74,8,78,47.0,70.0,76.0,76.0,83.0,53.0
2024-03-17T20:00,1.6,1.9,0.5,0.6,2.3,0.7,54,92,73,70,10,81,2.0,2.0,3.0,3.0,3.0,2.0
2024-03-17T21:00,0.3,1.2,-0.1,0.1,1.7,0.5,79,79,55,66,6,90,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-17T22:00,-0.1,0.7,-0.7,-0.2,1.1,0.6,100,80,31,61,0,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-17T23:00,-0.3,1.1,-1.1,-0.5,0.4,0.5,99,67,21,60,5,100,0.0,0.0,0.0,0.0,0.0,0.0
