time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-02-02T00:00,4.1,3.5,4.5,3.8,4.4,6.1,95,83,54,99,94,97,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02T01:00,4.0,3.6,4.7,3.8,4.3,6.2,69,41,74,3,89,99,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02T02:00,4.1,3.5,4.8,4.4,4.4,5.2,82,15,100,56,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02T03:00,4.3,3.4,4.9,4.3,4.4,5.2,86,15,100,74,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02T04:00,4.8,3.0,5.0,4.7,4.4,5.2,100,67,79,93,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02T05:00,4.9,3.6,5.0,4.7,4.3,5.1,100,100,91,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02T06:00,4.7,3.5,5.0,4.5,4.1,5.1,99,99,95,95,99,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02T07:00,4.2,3.6,4.7,4.4,3.9,5.0,100,100,97,96,99,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02T08:00,4.1,3.5,4.3,3.8,3.9,5.0,100,100,92,93,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02T09:00,4.0,3.7,4.2,4.0,3.7,4.9,100,100,95,96,100,86,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02T10:00,4.0,3.7,4.1,4.0,3.5,4.9,100,100,99,100,100,71,0.0,0.0,3.0,3.0,2.0,17.0
2024-02-02T11:00,3.4,3.8,4.1,4.1,3.7,5.0,100,100,100,100,100,57,2.0,2.0,12.0,11.0,8.0,70.0
2024-02-02T12:00,3.8,3.8,4.2,4.1,4.5,5.1,100,100,100,100,100,71,3.0,2.0,16.0,17.0,16.0,111.0
2024-02-02T13:00,3.9,4.1,4.7,4.4,5.7,5.3,100,100,100,100,100,85,3.0,4.0,16.0,30.0,23.0,127.0
2024-02-02T14:00,4.3,4.6,5.5,6.2,4.9,6.7,100,98,100,100,100,100,4.0,25.0,17.0,35.0,26.0,72.0
2024-02-02T15:00,4.8,5.4,6.8,7.1,5.5,6.9,100,100,100,100,98,90,19.0,96.0,39.0,46.0,34.0,81.0
2024-02-02T16:00,4.9,6.0,7.3,7.3,6.4,6.7,100,99,100,100,97,80,35.0,42.0,60.0,74.0,39.0,74.0
2024-02-02T17:00,5.9,6.0,7.4,7.2,6.9,6.6,88,77,100,100,95,70,35.0,38.0,35.0,41.0,26.0,45.0
2024-02-02T18:00,6.1,5.9,7.6,7.3,7.0,6.5,49,92,81,73,90,75,5.0,5.0,5.0,6.0,5.0,8.0
2024-02-02T19:00,6.2,5.9,7.5,7.2,6.9,6.5,84,100,76,78,86,80,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02T20:00,6.4,5.8,7.3,7.1,7.0,6.5,96,100,99,71,76,85,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02T21:00,6.5,6.1,7.2,7.0,7.0,6.6,100,100,87,70,78,82,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02T22:00,6.7,6.2,7.3,7.1,7.1,6.7,100,100,100,87,79,79,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02T23:00,6.8,6.2,7.3,7.0,7.2,6.8,100,100,83,100,81,76,0.0,0.0,0.0,0.0,0.0,0.0
