time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-01-31T00:00,4.3,4.1,2.4,5.0,4.5,4.7,100,100,91,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31T01:00,4.6,4.0,2.1,5.1,4.4,4.7,100,100,76,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31T02:00,4.8,4.2,2.8,4.7,4.9,4.7,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31T03:00,3.6,3.6,2.6,4.6,4.5,4.6,100,100,97,100,95,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31T04:00,3.0,3.3,2.1,4.6,4.0,4.4,100,100,88,100,90,99,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31T05:00,2.8,3.2,2.0,4.8,3.5,4.2,98,100,99,100,85,99,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31T06:00,3.0,3.4,2.4,5.1,3.2,4.0,88,79,63,100,77,99,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31T07:00,2.1,2.9,2.0,5.3,2.9,3.9,66,24,14,100,68,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31T08:00,2.1,1.7,2.7,4.8,4.1,3.7,38,23,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31T09:00,2.3,2.4,3.3,4.2,4.1,3.6,7,84,46,100,100,90,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31T10:00,3.1,3.6,4.1,4.2,4.0,3.6,27,19,45,81,100,81,11.0,10.0,10.0,6.0,12.0,8.0
2024-01-31T11:00,4.0,4.4,4.4,4.5,4.1,3.6,91,96,93,38,100,71,72.0,85.0,71.0,62.0,54.0,38.0
2024-01-31T12:00,4.6,4.4,4.6,5.3,4.2,3.8,100,99,84,31,100,77,42.0,53.0,102.0,145.0,97.0,79.0
2024-01-31T13:00,4.4,4.5,4.3,5.4,4.3,4.0,100,100,100,51,99,83,40.0,80.0,89.0,197.0,127.0,120.0
2024-01-31T14:00,4.7,4.0,4.9,4.0,4.8,4.2,99,96,81,100,80,100,53.0,60.0,128.0,114.0,126.0,152.0
2024-01-31T15:00,4.5,3.8,4.7,4.4,4.8,4.3,100,47,89,94,87,100,73.0,118.0,119.0,106.0,106.0,115.0
2024-01-31T16:00,4.3,3.7,4.5,4.1,4.8,4.3,100,50,97,100,93,99,61.0,137.0,79.0,77.0,71.0,59.0
2024-01-31T17:00,4.3,3.6,4.5,3.8,4.9,4.3,100,92,97,98,100,99,27.0,53.0,34.0,24.0,30.0,21.0
2024-01-31T18:00,4.0,3.7,4.5,3.8,4.9,4.6,100,100,100,100,100,99,2.0,5.0,3.0,2.0,4.0,3.0
2024-01-31T19:00,3.8,3.5,4.0,3.8,5.0,4.9,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31T20:00,3.8,3.6,4.0,3.4,4.7,5.1,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31T21:00,4.0,3.7,4.0,3.5,4.7,5.1,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31T22:00,4.1,3.8,3.4,3.7,4.6,4.9,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31T23:00,4.0,3.6,3.1,3.8,4.6,4.8,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.0,0.0
