time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-01-05T00:00,-10.9,,,,,,2,,,,,,0.0,,,,,
2024-01-05T01:00,-11.4,,,,,,2,,,,,,0.0,,,,,
2024-01-05T02:00,-11.9,,,,,,1,,,,,,0.0,,,,,
2024-01-05T03:00,-12.1,,,,,,1,,,,,,0.0,,,,,
2024-01-05T04:00,-12.4,,,,,,3,,,,,,0.0,,,,,
2024-01-05T05:00,-12.4,,,,,,5,,,,,,0.0,,,,,
2024-01-05T06:00,-12.4,,,,,,8,,,,,,0.0,,,,,
2024-01-05T07:00,-12.6,,,,,,6,,,,,,0.0,,,,,
2024-01-05T08:00,-12.5,,,,,,3,,,,,,0.0,,,,,
2024-01-05T09:00,-12.4,,,,,,1,,,,,,0.0,,,,,
2024-01-05T10:00,-12.6,,,,,,0,,,,,,0.0,,,,,
2024-01-05T11:00,-12.3,,,,,,1,,,,,,30.0,,,,,
2024-01-05T12:00,-11.4,,,,,,4,,,,,,98.0,,,,,
2024-01-05T13:00,-10.5,,,,,,4,,,,,,142.0,,,,,
2024-01-05T14:00,-9.8,,,,,,1,,,,,,157.0,,,,,
2024-01-05T15:00,-9.2,,,,,,0,,,,,,131.0,,,,,
2024-01-05T16:00,-9.2,,,,,,0,,,,,,73.0,,,,,
2024-01-05T17:00,-9.6,,,,,,1,,,,,,10.0,,,,,
2024-01-05T18:00,-9.9,,,,,,9,,,,,,0.0,,,,,
2024-01-05T19:00,-10.1,,,,,,21,,,,,,0.0,,,,,
2024-01-05T20:00,-10.5,,,,,,10,,,,,,0.0,,,,,
2024-01-05T21:00,-10.8,,,,,,13,,,,,,0.0,,,,,
2024-01-05T22:00,-10.8,,,,,,13,,,,,,0.0,,,,,
2024-01-05T23:00,-11.5,,,,,,11,,,,,,0.0,,,,,
