time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-03-23T00:00,4.3,4.1,4.3,4.8,4.8,4.9,94,78,15,6,35,81,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-23T01:00,4.3,4.0,4.3,4.7,4.6,4.6,100,84,24,19,15,48,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-23T02:00,4.8,4.1,4.3,4.6,4.5,4.4,99,85,30,27,0,25,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-23T03:00,4.6,4.1,4.3,4.5,4.4,4.4,84,96,27,26,0,22,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-23T04:00,4.1,4.2,4.3,4.5,4.3,4.4,49,94,21,21,2,30,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-23T05:00,3.9,4.1,4.3,4.5,4.3,4.4,71,71,17,18,5,42,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-23T06:00,3.8,4.1,4.3,4.5,4.3,4.4,79,80,20,22,3,60,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-23T07:00,3.7,4.0,4.2,4.5,4.3,4.5,82,81,26,29,0,83,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-23T08:00,3.7,3.9,4.3,4.5,4.3,4.5,78,76,30,32,1,100,13.0,22.0,28.0,28.0,28.0,13.0
2024-03-23T09:00,4.5,4.2,4.4,4.6,4.5,4.6,90,72,28,28,9,100,98.0,97.0,135.0,134.0,137.0,55.0
2024-03-23T10:00,5.0,4.4,4.5,4.8,4.7,4.7,90,78,24,20,20,100,118.0,145.0,260.0,256.0,263.0,115.0
2024-03-23T11:00,5.7,5.0,4.7,5.0,4.9,4.8,98,91,20,13,28,100,171.0,182.0,369.0,358.0,366.0,229.0
2024-03-23T12:00,5.7,5.4,4.9,5.0,5.1,5.1,90,86,14,7,28,92,227.0,266.0,446.0,428.0,431.0,384.0
2024-03-23T13:00,6.3,5.6,5.2,5.1,5.5,5.4,91,95,8,3,24,81,191.0,259.0,485.0,470.0,468.0,494.0
2024-03-23T14:00,6.9,5.9,5.3,5.1,5.7,5.5,80,100,11,1,22,76,234.0,164.0,485.0,494.0,485.0,484.0
2024-03-23T15:00,7.4,4.9,5.3,5.3,5.8,5.5,79,100,33,4,24,81,261.0,54.0,441.0,485.0,472.0,396.0
2024-03-23T16:00,7.2,5.7,5.2,5.5,5.8,5.3,92,100,64,10,28,92,289.0,57.0,360.0,429.0,416.0,293.0
2024-03-23T17:00,7.1,5.4,5.0,5.5,5.8,5.1,74,100,88,17,32,100,128.0,84.0,244.0,325.0,318.0,201.0
2024-03-23T18:00,6.5,5.4,4.7,5.2,5.5,4.9,90,100,97,23,35,100,166.0,22.0,130.0,204.0,204.0,116.0
2024-03-23T19:00,5.5,5.0,4.3,4.7,5.2,4.8,99,100,99,30,39,100,58.0,11.0,51.0,95.0,97.0,50.0
2024-03-23T20:00,5.1,4.7,4.1,4.3,4.9,4.6,100,100,100,41,47,100,2.0,0.0,6.0,11.0,11.0,6.0
2024-03-23T21:00,4.9,4.6,4.1,4.0,4.6,4.6,100,100,100,60,63,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-23T22:00,4.8,4.3,4.2,3.6,4.4,4.6,100,100,100,83,83,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-23T23:00,4.8,4.4,4.3,3.5,4.2,4.5,100,100,100,100,97,100,0.0,0.0,0.0,0.0,0.0,0.0
