time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-03-10T00:00,-0.2,0.2,-1.0,-0.8,-0.3,0.0,56,39,1,0,31,72,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-10T01:00,-0.2,-0.1,-1.1,-0.8,-0.5,-0.3,68,45,1,0,17,70,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-10T02:00,-0.1,-0.1,-1.1,-0.8,-0.6,-0.6,83,24,0,0,5,69,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-10T03:00,0.1,-0.2,-0.9,-0.6,-0.5,-0.5,71,11,0,0,1,71,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-10T04:00,0.2,-0.4,-0.6,-0.3,-0.4,-0.4,66,6,0,0,0,73,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-10T05:00,0.1,-0.5,-0.3,-0.1,-0.3,-0.3,81,5,0,0,0,76,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-10T06:00,-0.2,-0.6,-0.4,-0.0,-0.4,-0.4,72,12,0,11,4,80,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-10T07:00,-0.2,-0.7,-0.6,-0.1,-0.5,-0.5,80,48,0,26,10,84,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-10T08:00,-0.5,-1.0,-0.4,0.1,-0.4,-0.5,28,43,0,37,13,84,1.0,1.0,2.0,2.0,2.0,3.0
2024-03-10T09:00,-0.3,-0.3,0.5,0.7,0.2,-0.1,29,55,4,38,8,77,62.0,57.0,71.0,52.0,77.0,42.0
2024-03-10T10:00,0.4,0.6,1.8,1.5,1.0,0.5,79,79,11,34,0,66,143.0,110.0,158.0,126.0,176.0,98.0
2024-03-10T11:00,1.0,1.6,2.7,2.3,1.9,1.2,99,90,20,31,0,56,77.0,219.0,202.0,226.0,247.0,148.0
2024-03-10T12:00,2.1,2.3,3.1,3.1,2.8,1.9,94,83,35,30,16,48,192.0,284.0,194.0,347.0,283.0,201.0
2024-03-10T13:00,3.5,3.0,3.1,3.9,3.8,2.7,99,91,53,31,40,41,126.0,256.0,172.0,430.0,295.0,250.0
2024-03-10T14:00,4.0,3.3,3.1,4.4,4.5,3.3,99,99,65,34,54,39,110.0,91.0,170.0,425.0,295.0,360.0
2024-03-10T15:00,4.2,3.4,3.2,4.6,4.7,3.5,100,100,66,44,46,45,124.0,83.0,174.0,356.0,278.0,377.0
2024-03-10T16:00,4.3,3.7,3.3,4.6,4.6,3.4,100,99,60,57,27,55,74.0,55.0,160.0,267.0,235.0,350.0
2024-03-10T17:00,3.9,3.5,3.3,4.4,4.3,3.2,99,100,54,66,19,62,79.0,37.0,123.0,174.0,166.0,276.0
2024-03-10T18:00,3.3,3.4,3.1,4.0,3.7,2.6,97,99,48,68,35,63,60.0,53.0,76.0,88.0,92.0,167.0
2024-03-10T19:00,2.7,3.0,2.7,3.4,2.7,1.7,99,100,42,67,61,61,18.0,11.0,25.0,24.0,28.0,51.0
2024-03-10T20:00,2.3,3.0,2.4,2.9,1.9,1.0,100,100,40,67,76,56,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-10T21:00,1.9,2.4,2.2,2.5,1.3,0.5,100,100,46,70,67,49,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-10T22:00,1.8,1.8,2.0,2.3,0.9,0.1,100,100,57,74,47,40,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-10T23:00,1.6,1.6,1.8,2.1,0.5,-0.2,75,100,66,74,33,30,0.0,0.0,0.0,0.0,0.0,0.0
