time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-02-24T00:00,5.3,4.3,3.4,3.9,4.1,4.1,100,100,65,56,20,33,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24T01:00,4.9,4.2,3.5,3.9,4.0,3.8,100,100,66,68,33,28,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24T02:00,4.5,4.2,3.6,3.9,3.9,3.6,95,100,68,71,42,27,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24T03:00,4.5,4.2,3.7,3.8,3.7,3.5,90,100,75,55,39,35,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24T04:00,4.6,4.3,3.7,3.7,3.5,3.5,100,98,82,29,32,48,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24T05:00,4.5,4.0,3.8,3.5,3.3,3.4,99,100,83,14,26,59,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24T06:00,4.4,3.9,3.7,3.2,3.1,3.2,99,91,70,22,26,68,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24T07:00,4.5,4.1,3.7,3.0,2.9,2.9,95,50,51,41,28,75,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24T08:00,4.0,3.1,3.6,2.8,2.8,2.8,73,84,37,55,28,78,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24T09:00,4.0,3.3,3.6,2.8,3.0,2.9,73,94,34,55,22,76,8.0,5.0,8.0,7.0,11.0,10.0
2024-02-24T10:00,3.7,3.4,3.6,2.8,3.2,3.2,83,81,36,51,15,69,89.0,55.0,84.0,72.0,53.0,44.0
2024-02-24T11:00,4.5,3.9,3.7,3.1,3.6,3.6,95,99,41,50,16,60,178.0,65.0,191.0,162.0,99.0,83.0
2024-02-24T12:00,5.1,4.9,4.0,3.9,4.1,4.0,94,84,48,61,37,45,145.0,151.0,276.0,211.0,142.0,129.0
2024-02-24T13:00,5.4,6.0,4.4,5.0,4.7,4.4,97,82,58,77,67,27,166.0,244.0,305.0,258.0,177.0,175.0
2024-02-24T14:00,5.6,6.6,4.7,5.7,5.1,4.7,100,93,65,83,84,19,164.0,193.0,260.0,229.0,213.0,184.0
2024-02-24T15:00,5.6,7.4,4.7,5.7,5.1,4.6,91,85,67,70,74,28,131.0,156.0,215.0,253.0,210.0,214.0
2024-02-24T16:00,5.6,7.3,4.5,5.3,4.9,4.2,78,84,66,48,50,47,145.0,181.0,162.0,200.0,179.0,215.0
2024-02-24T17:00,5.3,5.8,4.4,4.9,4.6,3.9,74,94,68,36,30,61,59.0,69.0,129.0,117.0,124.0,167.0
2024-02-24T18:00,5.0,5.6,4.2,4.5,4.3,3.7,30,98,78,45,18,66,79.0,37.0,70.0,46.0,57.0,79.0
2024-02-24T19:00,4.8,5.3,3.9,4.2,4.0,3.5,72,100,91,65,10,67,6.0,2.0,5.0,4.0,8.0,11.0
2024-02-24T20:00,4.5,4.9,3.7,3.8,3.7,3.4,77,98,96,81,11,65,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24T21:00,4.5,4.9,3.5,3.4,3.5,3.4,96,96,85,92,27,57,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24T22:00,4.6,4.4,3.3,3.1,3.3,3.5,98,100,67,100,52,45,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24T23:00,4.4,4.3,3.2,2.9,3.2,3.5,100,100,58,100,71,38,0.0,0.0,0.0,0.0,0.0,0.0
