time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-03-28T00:00,9.1,7.2,5.6,5.4,6.4,1.4,100,99,87,76,95,69,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28T01:00,8.6,6.6,5.1,4.9,6.2,2.2,100,100,83,87,89,87,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28T02:00,8.4,6.2,4.8,4.5,6.0,2.7,100,100,81,90,85,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28T03:00,8.0,5.8,4.4,4.1,5.6,2.8,100,100,83,78,88,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28T04:00,7.4,5.4,4.0,3.7,5.3,2.6,62,100,86,60,95,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28T05:00,6.7,4.8,3.9,3.5,5.0,2.5,60,91,90,51,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28T06:00,6.3,4.5,4.0,3.2,4.9,2.5,90,96,94,63,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28T07:00,5.9,4.3,4.4,2.9,4.9,2.6,99,94,97,84,100,100,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28T08:00,6.0,4.5,5.1,3.1,5.0,2.8,100,100,100,100,100,100,42.0,26.0,38.0,39.0,14.0,11.0
2024-03-28T09:00,6.7,5.1,6.4,4.1,5.1,3.0,99,100,100,100,98,100,78.0,85.0,123.0,110.0,47.0,26.0
2024-03-28T10:00,7.3,6.4,8.0,5.6,5.3,3.3,100,100,100,100,95,100,67.0,70.0,209.0,182.0,96.0,56.0
2024-03-28T11:00,6.6,7.9,9.3,7.1,6.0,4.1,100,100,100,100,94,100,80.0,62.0,259.0,270.0,183.0,144.0
2024-03-28T12:00,8.3,8.7,10.0,8.4,7.9,5.7,100,100,97,100,95,88,79.0,111.0,266.0,363.0,296.0,282.0
2024-03-28T13:00,8.7,8.8,10.3,9.7,10.4,7.8,100,100,94,100,98,73,177.0,83.0,244.0,408.0,364.0,397.0
2024-03-28T14:00,9.4,9.7,10.4,10.6,11.7,9.4,100,100,92,100,100,60,125.0,68.0,204.0,364.0,327.0,438.0
2024-03-28T15:00,10.1,10.7,10.4,10.8,10.9,10.1,100,100,94,100,100,55,82.0,126.0,149.0,263.0,224.0,418.0
2024-03-28T16:00,9.8,10.5,10.2,10.5,9.1,10.3,100,100,97,100,100,52,36.0,74.0,100.0,168.0,132.0,349.0
2024-03-28T17:00,11.0,9.6,9.8,9.9,7.4,10.0,100,100,100,100,100,51,16.0,10.0,64.0,100.0,74.0,237.0
2024-03-28T18:00,10.1,8.7,9.4,8.7,6.5,9.3,100,100,100,100,100,50,6.0,4.0,38.0,49.0,34.0,122.0
2024-03-28T19:00,9.7,7.6,8.8,7.2,5.8,8.2,100,100,100,100,100,49,2.0,3.0,18.0,19.0,12.0,48.0
2024-03-28T20:00,8.8,7.4,8.2,6.1,5.4,7.2,100,100,100,100,100,47,0.0,1.0,3.0,3.0,2.0,8.0
2024-03-28T21:00,6.4,6.1,7.2,5.8,5.2,6.7,100,100,100,98,100,41,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28T22:00,6.6,6.0,6.2,5.8,5.4,6.4,100,100,100,96,100,34,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28T23:00,6.0,6.0,5.4,5.8,5.4,6.1,100,100,100,92,100,33,0.0,0.0,0.0,0.0,0.0,0.0
