time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-01-09T00:00,-4.7,,,,,,1,,,,,,0.0,,,,,
2024-01-09T01:00,-5.0,,,,,,3,,,,,,0.0,,,,,
2024-01-09T02:00,-5.2,,,,,,10,,,,,,0.0,,,,,
2024-01-09T03:00,-5.8,,,,,,16,,,,,,0.0,,,,,
2024-01-09T04:00,-6.2,,,,,,31,,,,,,0.0,,,,,
2024-01-09T05:00,-6.0,,,,,,72,,,,,,0.0,,,,,
2024-01-09T06:00,-5.9,,,,,,93,,,,,,0.0,,,,,
2024-01-09T07:00,-4.8,,,,,,85,,,,,,0.0,,,,,
2024-01-09T08:00,-4.1,,,,,,25,,,,,,0.0,,,,,
2024-01-09T09:00,-3.7,,,,,,43,,,,,,0.0,,,,,
2024-01-09T10:00,-3.3,,,,,,61,,,,,,0.0,,,,,
2024-01-09T11:00,-2.8,,,,,,21,,,,,,27.0,,,,,
2024-01-09T12:00,-1.9,,,,,,27,,,,,,62.0,,,,,
2024-01-09T13:00,-1.0,,,,,,32,,,,,,88.0,,,,,
2024-01-09T14:00,-0.7,,,,,,52,,,,,,89.0,,,,,
2024-01-09T15:00,-0.5,,,,,,58,,,,,,75.0,,,,,
2024-01-09T16:00,-0.6,,,,,,64,,,,,,43.0,,,,,
2024-01-09T17:00,-0.7,,,,,,77,,,,,,8.0,,,,,
2024-01-09T18:00,-0.8,,,,,,72,,,,,,0.0,,,,,
2024-01-09T19:00,-0.9,,,,,,66,,,,,,0.0,,,,,
2024-01-09T20:00,-1.1,,,,,,64,,,,,,0.0,,,,,
2024-01-09T21:00,-1.4,,,,,,76,,,,,,0.0,,,,,
2024-01-09T22:00,-1.7,,,,,,88,,,,,,0.0,,,,,
2024-01-09T23:00,-2.4,,,,,,81,,,,,,0.0,,,,,
