time,temperature_2m,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,cloud_cover,cloud_cover_previous_day1,cloud_cover_previous_day2,cloud_cover_previous_day3,cloud_cover_previous_day4,cloud_cover_previous_day5,shortwave_radiation,shortwave_radiation_previous_day1,shortwave_radiation_previous_day2,shortwave_radiation_previous_day3,shortwave_radiation_previous_day4,shortwave_radiation_previous_day5
2024-04-02T00:00,8.0,7.3,5.2,5.5,7.7,7.2,100,100,100,67,67,87,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02T01:00,8.1,6.6,5.0,6.0,7.4,7.3,100,100,100,86,86,70,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02T02:00,6.2,5.6,4.7,6.3,7.2,7.3,100,100,100,100,100,60,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02T03:00,6.0,4.7,4.1,6.1,7.2,7.3,100,100,100,100,100,64,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02T04:00,5.5,3.8,3.4,5.5,7.2,7.2,100,100,100,100,100,76,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02T05:00,4.8,3.6,2.7,5.0,7.0,7.1,100,100,100,100,100,86,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02T06:00,3.5,2.5,2.3,4.7,6.2,6.9,100,100,100,100,100,92,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02T07:00,2.6,2.2,2.0,4.4,5.1,6.7,100,100,100,100,100,97,0.0,0.0,0.0,0.0,1.0,1.0
2024-04-02T08:00,2.1,1.8,1.7,4.1,4.2,6.4,100,100,100,100,100,100,2.0,4.0,5.0,7.0,12.0,14.0
2024-04-02T09:00,1.4,1.6,1.6,3.6,3.5,5.9,100,100,100,100,100,100,7.0,12.0,18.0,14.0,24.0,33.0
2024-04-02T10:00,1.3,1.6,1.6,3.2,3.0,5.3,100,100,100,100,100,100,17.0,23.0,38.0,45.0,55.0,59.0
2024-04-02T11:00,1.1,1.3,1.5,3.0,3.1,5.0,100,100,100,100,100,100,30.0,25.0,58.0,158.0,159.0,105.0
2024-04-02T12:00,0.9,1.4,1.4,3.6,4.2,4.9,100,100,100,89,97,93,33.0,42.0,79.0,341.0,325.0,168.0
2024-04-02T13:00,1.0,0.9,1.2,4.6,5.8,5.1,100,100,100,74,94,82,39.0,61.0,96.0,491.0,468.0,236.0
2024-04-02T14:00,0.8,1.1,1.1,5.3,7.0,5.4,100,100,99,63,88,72,40.0,83.0,109.0,531.0,525.0,302.0
2024-04-02T15:00,0.7,1.2,1.1,5.4,7.2,5.8,100,100,96,59,79,64,41.0,114.0,115.0,492.0,514.0,352.0
2024-04-02T16:00,0.7,1.7,1.2,5.2,6.9,6.4,100,100,93,60,69,57,58.0,128.0,108.0,415.0,458.0,358.0
2024-04-02T17:00,0.4,1.7,1.3,4.9,6.5,6.7,100,100,90,60,60,47,39.0,43.0,88.0,313.0,364.0,311.0
2024-04-02T18:00,0.2,1.8,1.2,4.6,6.1,6.3,100,100,87,60,53,31,23.0,30.0,61.0,200.0,248.0,231.0
2024-04-02T19:00,-0.1,1.6,1.1,4.2,5.7,5.7,100,100,85,60,48,13,10.0,18.0,34.0,105.0,137.0,136.0
2024-04-02T20:00,-0.2,1.3,1.0,3.7,5.1,5.1,100,100,85,60,46,0,2.0,3.0,9.0,27.0,36.0,36.0
2024-04-02T21:00,-0.2,1.3,0.9,3.3,4.5,4.7,100,100,91,60,48,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02T22:00,-0.3,1.4,0.7,2.9,3.8,4.4,100,100,100,60,53,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02T23:00,-0.4,1.4,0.6,2.4,3.3,4.2,100,100,100,60,60,0,0.0,0.0,0.0,0.0,0.0,0.0
