datetime,temperature_2m,cloud_cover,shortwave_radiation
2021-09-28 00:00:00,13.5,100,0.0
2021-09-28 01:00:00,13.3,100,0.0
2021-09-28 02:00:00,12.9,100,0.0
2021-09-28 03:00:00,13.3,100,0.0
2021-09-28 04:00:00,13.5,100,0.0
2021-09-28 05:00:00,13.7,100,0.0
2021-09-28 06:00:00,13.5,100,0.0
2021-09-28 07:00:00,12.7,100,0.0
2021-09-28 08:00:00,13.0,100,4.0
2021-09-28 09:00:00,13.3,100,26.0
2021-09-28 10:00:00,13.6,100,53.0
2021-09-28 11:00:00,14.1,73,125.0
2021-09-28 12:00:00,14.6,38,268.0
2021-09-28 13:00:00,15.2,59,436.0
2021-09-28 14:00:00,15.5,24,434.0
2021-09-28 15:00:00,15.5,2,430.0
2021-09-28 16:00:00,15.1,3,342.0
2021-09-28 17:00:00,14.6,1,233.0
2021-09-28 18:00:00,13.5,1,134.0
2021-09-28 19:00:00,13.1,0,26.0
2021-09-28 20:00:00,12.4,0,0.0
2021-09-28 21:00:00,8.7,0,0.0
2021-09-28 22:00:00,8.1,3,0.0
2021-09-28 23:00:00,7.4,71,0.0
2021-09-29 00:00:00,8.5,14,0.0
2021-09-29 01:00:00,8.2,89,0.0
2021-09-29 02:00:00,8.6,69,0.0
2021-09-29 03:00:00,8.6,59,0.0
2021-09-29 04:00:00,9.0,98,0.0
2021-09-29 05:00:00,9.4,95,0.0
2021-09-29 06:00:00,9.6,99,0.0
2021-09-29 07:00:00,10.2,97,0.0
2021-09-29 08:00:00,11.1,99,10.0
2021-09-29 09:00:00,12.3,100,41.0
2021-09-29 10:00:00,13.1,100,69.0
2021-09-29 11:00:00,14.0,100,146.0
2021-09-29 12:00:00,14.4,50,196.0
2021-09-29 13:00:00,15.0,57,340.0
2021-09-29 14:00:00,15.4,56,354.0
2021-09-29 15:00:00,15.2,100,220.0
2021-09-29 16:00:00,14.7,100,112.0
2021-09-29 17:00:00,14.0,100,52.0
2021-09-29 18:00:00,13.4,100,31.0
2021-09-29 19:00:00,12.8,100,3.0
2021-09-29 20:00:00,12.4,100,0.0
2021-09-29 21:00:00,11.8,100,0.0
2021-09-29 22:00:00,11.5,100,0.0
2021-09-29 23:00:00,11.8,100,0.0
2021-09-30 00:00:00,11.6,100,0.0
2021-09-30 01:00:00,11.5,94,0.0
2021-09-30 02:00:00,11.2,98,0.0
2021-09-30 03:00:00,11.5,100,0.0
2021-09-30 04:00:00,11.6,88,0.0
2021-09-30 05:00:00,11.6,96,0.0
2021-09-30 06:00:00,11.5,94,0.0
2021-09-30 07:00:00,11.5,100,0.0
2021-09-30 08:00:00,11.5,97,3.0
2021-09-30 09:00:00,11.8,27,32.0
2021-09-30 10:00:00,12.4,20,203.0
2021-09-30 11:00:00,12.7,13,309.0
2021-09-30 12:00:00,13.0,37,389.0
2021-09-30 13:00:00,13.7,45,382.0
2021-09-30 14:00:00,13.1,100,324.0
2021-09-30 15:00:00,12.7,91,137.0
