datetime,temperature_2m,cloud_cover,shortwave_radiation
2022-05-26 00:00:00,11.7,100,0.0
2022-05-26 01:00:00,11.4,100,0.0
2022-05-26 02:00:00,12.3,100,0.0
2022-05-26 03:00:00,10.9,100,0.0
2022-05-26 04:00:00,10.3,100,0.0
2022-05-26 05:00:00,11.0,50,1.0
2022-05-26 06:00:00,10.4,100,40.0
2022-05-26 07:00:00,10.8,66,87.0
2022-05-26 08:00:00,11.2,24,179.0
2022-05-26 09:00:00,11.3,45,294.0
2022-05-26 10:00:00,11.7,41,432.0
2022-05-26 11:00:00,12.3,20,574.0
2022-05-26 12:00:00,12.8,15,691.0
2022-05-26 13:00:00,13.0,10,796.0
2022-05-26 14:00:00,12.6,3,792.0
2022-05-26 15:00:00,12.6,2,741.0
2022-05-26 16:00:00,12.4,0,704.0
2022-05-26 17:00:00,12.1,0,602.0
2022-05-26 18:00:00,11.9,0,480.0
2022-05-26 19:00:00,11.4,6,349.0
2022-05-26 20:00:00,11.0,0,207.0
2022-05-26 21:00:00,10.6,0,89.0
2022-05-26 22:00:00,10.4,0,12.0
2022-05-26 23:00:00,10.2,0,0.0
2022-05-27 00:00:00,10.0,2,0.0
2022-05-27 01:00:00,9.8,38,0.0
2022-05-27 02:00:00,9.9,50,0.0
2022-05-27 03:00:00,9.6,56,0.0
2022-05-27 04:00:00,8.9,100,0.0
2022-05-27 05:00:00,9.4,100,1.0
2022-05-27 06:00:00,8.3,100,13.0
2022-05-27 07:00:00,8.9,100,83.0
2022-05-27 08:00:00,9.8,13,158.0
2022-05-27 09:00:00,10.3,38,390.0
2022-05-27 10:00:00,10.5,26,500.0
2022-05-27 11:00:00,10.7,29,596.0
2022-05-27 12:00:00,10.9,34,686.0
2022-05-27 13:00:00,11.4,27,740.0
2022-05-27 14:00:00,11.9,27,748.0
2022-05-27 15:00:00,12.1,35,762.0
2022-05-27 16:00:00,11.2,66,659.0
2022-05-27 17:00:00,11.0,66,522.0
2022-05-27 18:00:00,11.1,63,431.0
2022-05-27 19:00:00,11.1,28,273.0
2022-05-27 20:00:00,11.3,99,194.0
2022-05-27 21:00:00,11.2,93,67.0
2022-05-27 22:00:00,10.8,3,11.0
2022-05-27 23:00:00,9.9,82,0.0
2022-05-28 00:00:00,9.2,100,0.0
2022-05-28 01:00:00,8.9,100,0.0
2022-05-28 02:00:00,9.2,100,0.0
2022-05-28 03:00:00,9.1,85,0.0
2022-05-28 04:00:00,8.3,100,0.0
