datetime,temperature_2m,cloud_cover,shortwave_radiation
2021-01-31 00:00:00,-6.1,1,0.0
2021-01-31 01:00:00,-7.0,3,0.0
2021-01-31 02:00:00,-5.4,15,0.0
2021-01-31 03:00:00,-6.2,1,0.0
2021-01-31 04:00:00,-6.6,1,0.0
2021-01-31 05:00:00,-6.3,1,0.0
2021-01-31 06:00:00,-6.8,2,0.0
2021-01-31 07:00:00,-6.6,17,0.0
2021-01-31 08:00:00,-4.7,22,0.0
2021-01-31 09:00:00,-4.5,15,0.0
2021-01-31 10:00:00,-4.1,4,11.0
2021-01-31 11:00:00,-2.4,0,83.0
2021-01-31 12:00:00,-0.5,0,165.0
2021-01-31 13:00:00,0.7,0,220.0
2021-01-31 14:00:00,-0.3,13,238.0
2021-01-31 15:00:00,-0.6,17,192.0
2021-01-31 16:00:00,-1.1,19,144.0
2021-01-31 17:00:00,-3.4,22,69.0
2021-01-31 18:00:00,-1.3,22,6.0
2021-01-31 19:00:00,-4.1,46,0.0
2021-01-31 20:00:00,-2.7,55,0.0
2021-01-31 21:00:00,-3.4,33,0.0
2021-01-31 22:00:00,-4.0,15,0.0
2021-01-31 23:00:00,-2.5,97,0.0
2021-02-01 00:00:00,-1.4,97,0.0
2021-02-01 01:00:00,-1.3,93,0.0
2021-02-01 02:00:00,-1.7,94,0.0
2021-02-01 03:00:00,-1.7,98,0.0
2021-02-01 04:00:00,-1.6,99,0.0
2021-02-01 05:00:00,-1.2,96,0.0
2021-02-01 06:00:00,-0.5,100,0.0
2021-02-01 07:00:00,0.5,97,0.0
2021-02-01 08:00:00,0.9,94,0.0
2021-02-01 09:00:00,1.0,96,0.0
2021-02-01 10:00:00,0.9,97,7.0
2021-02-01 11:00:00,0.9,98,36.0
2021-02-01 12:00:00,1.5,99,104.0
2021-02-01 13:00:00,1.5,99,114.0
2021-02-01 14:00:00,1.0,99,105.0
2021-02-01 15:00:00,0.5,100,89.0
2021-02-01 16:00:00,0.0,100,30.0
2021-02-01 17:00:00,0.0,99,13.0
