datetime,temperature_2m,cloud_cover,shortwave_radiation
2022-07-25 00:00:00,18.7,100,0.0
2022-07-25 01:00:00,18.3,100,0.0
2022-07-25 02:00:00,18.1,100,0.0
2022-07-25 03:00:00,18.0,100,0.0
2022-07-25 04:00:00,17.6,100,0.0
2022-07-25 05:00:00,17.6,100,0.0
2022-07-25 06:00:00,17.7,100,8.0
2022-07-25 07:00:00,16.9,100,39.0
2022-07-25 08:00:00,17.4,100,35.0
2022-07-25 09:00:00,18.1,100,76.0
2022-07-25 10:00:00,19.2,100,320.0
2022-07-25 11:00:00,19.4,100,389.0
2022-07-25 12:00:00,18.7,100,167.0
2022-07-25 13:00:00,18.0,100,211.0
2022-07-25 14:00:00,17.4,100,78.0
2022-07-25 15:00:00,17.0,100,66.0
2022-07-25 16:00:00,16.5,100,17.0
2022-07-25 17:00:00,17.1,100,143.0
2022-07-25 18:00:00,17.0,100,89.0
2022-07-25 19:00:00,17.1,100,51.0
2022-07-25 20:00:00,17.6,96,64.0
2022-07-25 21:00:00,17.5,70,39.0
2022-07-25 22:00:00,17.2,93,6.0
2022-07-25 23:00:00,17.4,83,0.0
2022-07-26 00:00:00,16.4,62,0.0
2022-07-26 01:00:00,16.3,68,0.0
2022-07-26 02:00:00,15.9,35,0.0
2022-07-26 03:00:00,15.3,100,0.0
2022-07-26 04:00:00,15.2,100,0.0
2022-07-26 05:00:00,15.1,65,0.0
2022-07-26 06:00:00,14.4,68,15.0
2022-07-26 07:00:00,14.5,47,93.0
2022-07-26 08:00:00,15.1,56,184.0
2022-07-26 09:00:00,15.3,50,328.0
2022-07-26 10:00:00,15.5,35,404.0
2022-07-26 11:00:00,15.5,29,553.0
2022-07-26 12:00:00,15.9,49,620.0
2022-07-26 13:00:00,15.8,99,608.0
2022-07-26 14:00:00,15.1,99,502.0
2022-07-26 15:00:00,16.0,81,115.0
2022-07-26 16:00:00,16.1,52,414.0
2022-07-26 17:00:00,16.0,22,435.0
2022-07-26 18:00:00,16.0,25,409.0
2022-07-26 19:00:00,15.7,34,300.0
2022-07-26 20:00:00,15.4,14,164.0
2022-07-26 21:00:00,15.3,6,69.0
2022-07-26 22:00:00,15.3,15,8.0
2022-07-26 23:00:00,15.3,27,0.0
2022-07-27 00:00:00,15.1,41,0.0
2022-07-27 01:00:00,14.9,100,0.0
2022-07-27 02:00:00,14.9,100,0.0
2022-07-27 03:00:00,15.0,1,0.0
2022-07-27 04:00:00,15.3,8,0.0
2022-07-27 05:00:00,15.6,25,0.0
2022-07-27 06:00:00,15.9,59,21.0
2022-07-27 07:00:00,15.6,11,74.0
2022-07-27 08:00:00,16.2,63,234.0
2022-07-27 09:00:00,16.5,100,276.0
2022-07-27 10:00:00,16.7,100,180.0
2022-07-27 11:00:00,17.3,96,328.0
2022-07-27 12:00:00,18.4,93,544.0
2022-07-27 13:00:00,19.0,100,423.0
2022-07-27 14:00:00,19.1,67,503.0
2022-07-27 15:00:00,19.0,82,633.0
2022-07-27 16:00:00,18.5,27,509.0
2022-07-27 17:00:00,17.9,31,416.0
2022-07-27 18:00:00,17.7,39,404.0
2022-07-27 19:00:00,17.3,16,274.0
2022-07-27 20:00:00,16.5,10,173.0
2022-07-27 21:00:00,15.5,25,74.0
2022-07-27 22:00:00,14.8,26,7.0
2022-07-27 23:00:00,14.5,3,0.0
2022-07-28 00:00:00,14.4,1,0.0
2022-07-28 01:00:00,14.1,0,0.0
2022-07-28 02:00:00,13.6,1,0.0
2022-07-28 03:00:00,11.8,0,0.0
2022-07-28 04:00:00,13.9,0,0.0
