datetime,temperature_2m,cloud_cover,shortwave_radiation
2022-03-27 00:00:00,2.6,99,0.0
2022-03-27 01:00:00,2.2,80,0.0
2022-03-27 02:00:00,2.7,100,0.0
2022-03-27 03:00:00,2.7,87,0.0
2022-03-27 04:00:00,2.4,13,0.0
2022-03-27 05:00:00,2.8,26,0.0
2022-03-27 06:00:00,3.3,100,0.0
2022-03-27 07:00:00,4.2,88,0.0
2022-03-27 08:00:00,4.7,100,29.0
2022-03-27 09:00:00,5.4,100,103.0
2022-03-27 10:00:00,5.4,100,172.0
2022-03-27 11:00:00,6.1,99,342.0
2022-03-27 12:00:00,7.1,92,481.0
2022-03-27 13:00:00,7.8,71,540.0
2022-03-27 14:00:00,8.5,98,556.0
2022-03-27 15:00:00,8.6,36,522.0
2022-03-27 16:00:00,8.4,60,468.0
2022-03-27 17:00:00,8.0,28,366.0
2022-03-27 18:00:00,7.3,36,241.0
2022-03-27 19:00:00,6.5,65,109.0
2022-03-27 20:00:00,6.0,61,13.0
2022-03-27 21:00:00,6.3,63,0.0
2022-03-27 22:00:00,6.1,92,0.0
2022-03-27 23:00:00,6.5,97,0.0
2022-03-28 00:00:00,6.5,100,0.0
2022-03-28 01:00:00,6.0,99,0.0
2022-03-28 02:00:00,5.9,99,0.0
2022-03-28 03:00:00,5.7,96,0.0
2022-03-28 04:00:00,5.5,87,0.0
2022-03-28 05:00:00,5.4,37,0.0
2022-03-28 06:00:00,5.2,64,0.0
2022-03-28 07:00:00,5.0,96,0.0
2022-03-28 08:00:00,5.4,100,41.0
2022-03-28 09:00:00,5.6,83,150.0
2022-03-28 10:00:00,6.4,50,274.0
2022-03-28 11:00:00,7.2,88,399.0
2022-03-28 12:00:00,7.6,26,489.0
2022-03-28 13:00:00,8.1,78,549.0
2022-03-28 14:00:00,8.3,33,556.0
2022-03-28 15:00:00,8.5,83,543.0
2022-03-28 16:00:00,8.4,99,474.0
2022-03-28 17:00:00,8.4,97,359.0
2022-03-28 18:00:00,7.8,55,248.0
2022-03-28 19:00:00,6.8,92,115.0
2022-03-28 20:00:00,5.8,99,15.0
2022-03-28 21:00:00,5.3,81,0.0
2022-03-28 22:00:00,4.8,94,0.0
2022-03-28 23:00:00,4.3,100,0.0
2022-03-29 00:00:00,3.5,96,0.0
