datetime,temperature_2m,cloud_cover,shortwave_radiation
2021-11-27 00:00:00,-0.6,100,0.0
2021-11-27 01:00:00,-0.7,100,0.0
2021-11-27 02:00:00,-0.5,100,0.0
2021-11-27 03:00:00,0.1,100,0.0
2021-11-27 04:00:00,0.6,100,0.0
2021-11-27 05:00:00,0.8,100,0.0
2021-11-27 06:00:00,0.3,100,0.0
2021-11-27 07:00:00,0.2,100,0.0
2021-11-27 08:00:00,0.3,100,0.0
2021-11-27 09:00:00,0.6,100,0.0
2021-11-27 10:00:00,0.8,100,4.0
2021-11-27 11:00:00,0.7,100,34.0
2021-11-27 12:00:00,0.6,100,58.0
2021-11-27 13:00:00,0.6,100,48.0
2021-11-27 14:00:00,0.4,100,64.0
2021-11-27 15:00:00,0.6,100,46.0
2021-11-27 16:00:00,0.8,100,30.0
2021-11-27 17:00:00,0.7,100,3.0
2021-11-27 18:00:00,0.8,100,0.0
2021-11-27 19:00:00,1.0,100,0.0
2021-11-27 20:00:00,1.2,100,0.0
2021-11-27 21:00:00,1.1,100,0.0
2021-11-27 22:00:00,1.0,100,0.0
2021-11-27 23:00:00,0.7,100,0.0
2021-11-28 00:00:00,0.7,100,0.0
2021-11-28 01:00:00,0.8,100,0.0
2021-11-28 02:00:00,0.8,100,0.0
2021-11-28 03:00:00,0.9,100,0.0
2021-11-28 04:00:00,0.8,100,0.0
2021-11-28 05:00:00,0.8,100,0.0
2021-11-28 06:00:00,0.8,100,0.0
2021-11-28 07:00:00,0.8,100,0.0
2021-11-28 08:00:00,1.0,100,0.0
2021-11-28 09:00:00,1.2,100,0.0
2021-11-28 10:00:00,1.2,100,2.0
2021-11-28 11:00:00,1.2,100,16.0
2021-11-28 12:00:00,1.2,100,40.0
2021-11-28 13:00:00,1.2,100,66.0
2021-11-28 14:00:00,1.5,100,86.0
2021-11-28 15:00:00,1.2,100,72.0
2021-11-28 16:00:00,0.8,99,40.0
2021-11-28 17:00:00,0.5,93,4.0
