datetime,temperature_2m,cloud_cover,shortwave_radiation
2021-06-30 00:00:00,13.2,80,0.0
2021-06-30 01:00:00,12.6,92,0.0
2021-06-30 02:00:00,12.3,100,0.0
2021-06-30 03:00:00,11.9,57,0.0
2021-06-30 04:00:00,11.7,82,0.0
2021-06-30 05:00:00,11.8,90,5.0
2021-06-30 06:00:00,12.4,75,56.0
2021-06-30 07:00:00,14.1,82,145.0
2021-06-30 08:00:00,16.2,47,269.0
2021-06-30 09:00:00,18.2,82,410.0
2021-06-30 10:00:00,19.9,96,500.0
2021-06-30 11:00:00,21.1,98,506.0
2021-06-30 12:00:00,21.7,99,449.0
2021-06-30 13:00:00,22.0,100,521.0
2021-06-30 14:00:00,21.2,98,500.0
2021-06-30 15:00:00,21.1,27,622.0
2021-06-30 16:00:00,21.1,77,640.0
2021-06-30 17:00:00,20.6,88,510.0
2021-06-30 18:00:00,20.6,70,425.0
2021-06-30 19:00:00,19.7,51,282.0
2021-06-30 20:00:00,19.3,2,217.0
2021-06-30 21:00:00,18.4,6,111.0
2021-06-30 22:00:00,17.4,12,30.0
2021-06-30 23:00:00,16.7,3,0.0
2021-07-01 00:00:00,16.2,3,0.0
2021-07-01 01:00:00,15.7,5,0.0
2021-07-01 02:00:00,15.3,12,0.0
2021-07-01 03:00:00,14.8,12,0.0
2021-07-01 04:00:00,14.3,7,0.0
2021-07-01 05:00:00,13.9,1,7.0
2021-07-01 06:00:00,14.3,0,67.0
2021-07-01 07:00:00,15.3,0,174.0
2021-07-01 08:00:00,16.5,0,304.0
2021-07-01 09:00:00,17.6,1,436.0
2021-07-01 10:00:00,18.4,18,549.0
2021-07-01 11:00:00,19.5,83,607.0
2021-07-01 12:00:00,20.3,99,527.0
2021-07-01 13:00:00,20.7,100,573.0
2021-07-01 14:00:00,18.7,100,505.0
2021-07-01 15:00:00,17.5,100,334.0
2021-07-01 16:00:00,16.3,95,144.0
2021-07-01 17:00:00,17.6,81,282.0
2021-07-01 18:00:00,18.7,78,261.0
2021-07-01 19:00:00,18.2,93,170.0
2021-07-01 20:00:00,17.3,85,102.0
2021-07-01 21:00:00,16.8,80,41.0
2021-07-01 22:00:00,16.6,56,18.0
2021-07-01 23:00:00,16.7,82,0.0
2021-07-02 00:00:00,16.9,48,0.0
2021-07-02 01:00:00,16.7,51,0.0
2021-07-02 02:00:00,16.5,36,0.0
2021-07-02 03:00:00,16.0,18,0.0
2021-07-02 04:00:00,15.7,75,0.0
2021-07-02 05:00:00,15.6,89,6.0
2021-07-02 06:00:00,16.0,79,57.0
2021-07-02 07:00:00,16.9,93,152.0
2021-07-02 08:00:00,17.8,100,240.0
2021-07-02 09:00:00,18.7,74,303.0
2021-07-02 10:00:00,20.4,37,505.0
2021-07-02 11:00:00,21.5,82,599.0
2021-07-02 12:00:00,22.6,77,643.0
2021-07-02 13:00:00,23.7,78,680.0
2021-07-02 14:00:00,23.7,79,686.0
2021-07-02 15:00:00,24.2,99,467.0
2021-07-02 16:00:00,24.6,98,394.0
2021-07-02 17:00:00,24.7,99,362.0
2021-07-02 18:00:00,24.3,100,218.0
2021-07-02 19:00:00,22.4,100,150.0
2021-07-02 20:00:00,19.4,99,92.0
2021-07-02 21:00:00,18.5,98,58.0
2021-07-02 22:00:00,18.0,95,19.0
2021-07-02 23:00:00,17.1,96,0.0
2021-07-03 00:00:00,16.3,96,0.0
2021-07-03 01:00:00,16.3,100,0.0
2021-07-03 02:00:00,17.2,100,0.0
2021-07-03 03:00:00,15.5,100,0.0
2021-07-03 04:00:00,16.0,73,0.0
2021-07-03 05:00:00,15.6,22,5.0
2021-07-03 06:00:00,16.6,17,55.0
2021-07-03 07:00:00,17.9,52,133.0
2021-07-03 08:00:00,19.0,47,233.0
