datetime,temperature_2m,cloud_cover,shortwave_radiation
2021-05-31 00:00:00,12.4,0,0.0
2021-05-31 01:00:00,10.0,0,0.0
2021-05-31 02:00:00,9.4,0,0.0
2021-05-31 03:00:00,9.0,0,0.0
2021-05-31 04:00:00,9.5,0,0.0
2021-05-31 05:00:00,11.1,3,5.0
2021-05-31 06:00:00,11.9,24,63.0
2021-05-31 07:00:00,13.0,20,171.0
2021-05-31 08:00:00,14.0,32,302.0
2021-05-31 09:00:00,14.8,0,439.0
2021-05-31 10:00:00,15.5,1,569.0
2021-05-31 11:00:00,16.0,18,678.0
2021-05-31 12:00:00,16.3,66,760.0
2021-05-31 13:00:00,16.4,69,801.0
2021-05-31 14:00:00,15.5,90,811.0
2021-05-31 15:00:00,15.5,98,762.0
2021-05-31 16:00:00,15.0,99,663.0
2021-05-31 17:00:00,14.4,100,533.0
2021-05-31 18:00:00,13.8,99,411.0
2021-05-31 19:00:00,12.9,99,277.0
2021-05-31 20:00:00,12.2,100,171.0
2021-05-31 21:00:00,11.7,100,76.0
2021-05-31 22:00:00,10.9,99,14.0
2021-05-31 23:00:00,10.6,99,0.0
2021-06-01 00:00:00,9.3,99,0.0
2021-06-01 01:00:00,10.2,100,0.0
2021-06-01 02:00:00,9.9,100,0.0
2021-06-01 03:00:00,9.9,99,0.0
2021-06-01 04:00:00,9.6,100,0.0
2021-06-01 05:00:00,9.8,100,3.0
2021-06-01 06:00:00,11.2,100,27.0
2021-06-01 07:00:00,12.7,100,57.0
2021-06-01 08:00:00,14.3,100,132.0
2021-06-01 09:00:00,15.1,96,153.0
2021-06-01 10:00:00,16.5,97,309.0
2021-06-01 11:00:00,17.2,96,313.0
2021-06-01 12:00:00,18.3,97,438.0
2021-06-01 13:00:00,19.2,73,515.0
2021-06-01 14:00:00,19.3,85,573.0
2021-06-01 15:00:00,20.6,69,621.0
2021-06-01 16:00:00,20.4,72,618.0
2021-06-01 17:00:00,19.8,26,587.0
2021-06-01 18:00:00,19.3,35,477.0
2021-06-01 19:00:00,17.9,8,323.0
2021-06-01 20:00:00,16.7,13,205.0
2021-06-01 21:00:00,15.2,22,95.0
2021-06-01 22:00:00,13.8,10,18.0
2021-06-01 23:00:00,12.9,0,0.0
2021-06-02 00:00:00,12.4,0,0.0
2021-06-02 01:00:00,11.8,1,0.0
2021-06-02 02:00:00,11.3,0,0.0
2021-06-02 03:00:00,10.7,0,0.0
2021-06-02 04:00:00,10.5,0,0.0
2021-06-02 05:00:00,10.5,36,6.0
2021-06-02 06:00:00,11.3,43,56.0
2021-06-02 07:00:00,12.5,52,139.0
2021-06-02 08:00:00,13.7,78,205.0
2021-06-02 09:00:00,14.9,38,254.0
2021-06-02 10:00:00,17.2,38,470.0
2021-06-02 11:00:00,18.6,59,577.0
2021-06-02 12:00:00,19.3,35,553.0
2021-06-02 13:00:00,20.4,29,653.0
2021-06-02 14:00:00,19.7,44,653.0
2021-06-02 15:00:00,18.1,50,596.0
2021-06-02 16:00:00,16.6,58,513.0
2021-06-02 17:00:00,15.8,59,443.0
2021-06-02 18:00:00,15.4,65,346.0
2021-06-02 19:00:00,15.8,54,211.0
2021-06-02 20:00:00,16.4,51,155.0
2021-06-02 21:00:00,16.2,46,66.0
2021-06-02 22:00:00,16.1,37,14.0
2021-06-02 23:00:00,15.9,26,0.0
2021-06-03 00:00:00,15.4,9,0.0
2021-06-03 01:00:00,14.7,5,0.0
2021-06-03 02:00:00,14.5,5,0.0
2021-06-03 03:00:00,13.5,7,0.0
2021-06-03 04:00:00,12.7,6,0.0
2021-06-03 05:00:00,12.2,0,6.0
2021-06-03 06:00:00,12.6,0,68.0
2021-06-03 07:00:00,13.8,6,177.0
2021-06-03 08:00:00,15.4,26,301.0
2021-06-03 09:00:00,17.1,41,418.0
2021-06-03 10:00:00,18.6,26,513.0
2021-06-03 11:00:00,20.0,11,639.0
2021-06-03 12:00:00,21.0,2,741.0
2021-06-03 13:00:00,21.8,11,802.0
2021-06-03 14:00:00,21.8,40,744.0
2021-06-03 15:00:00,21.8,70,533.0
2021-06-03 16:00:00,21.4,89,507.0
2021-06-03 17:00:00,20.2,39,374.0
2021-06-03 18:00:00,19.2,94,347.0
2021-06-03 19:00:00,18.7,61,256.0
2021-06-03 20:00:00,18.4,57,147.0
2021-06-03 21:00:00,17.2,46,80.0
2021-06-03 22:00:00,15.7,40,16.0
2021-06-03 23:00:00,15.7,51,0.0
2021-06-04 00:00:00,15.5,22,0.0
2021-06-04 01:00:00,14.7,26,0.0
2021-06-04 02:00:00,14.5,48,0.0
2021-06-04 03:00:00,13.7,3,0.0
2021-06-04 04:00:00,13.0,2,0.0
2021-06-04 05:00:00,12.5,2,6.0
2021-06-04 06:00:00,13.0,2,66.0
2021-06-04 07:00:00,14.5,1,174.0
2021-06-04 08:00:00,16.3,1,310.0
2021-06-04 09:00:00,18.1,0,447.0
2021-06-04 10:00:00,19.6,0,578.0
2021-06-04 11:00:00,20.6,0,682.0
2021-06-04 12:00:00,21.2,0,757.0
2021-06-04 13:00:00,20.4,11,808.0
2021-06-04 14:00:00,21.4,13,790.0
2021-06-04 15:00:00,20.6,1,725.0
2021-06-04 16:00:00,19.8,3,681.0
2021-06-04 17:00:00,19.0,3,557.0
2021-06-04 18:00:00,18.6,7,418.0
2021-06-04 19:00:00,18.5,2,307.0
2021-06-04 20:00:00,18.0,11,220.0
2021-06-04 21:00:00,16.1,84,102.0
2021-06-04 22:00:00,13.7,34,21.0
2021-06-04 23:00:00,12.9,45,0.0
2021-06-05 00:00:00,14.0,17,0.0
2021-06-05 01:00:00,12.6,2,0.0
2021-06-05 02:00:00,12.7,2,0.0
2021-06-05 03:00:00,14.4,4,0.0
2021-06-05 04:00:00,12.6,10,0.0
2021-06-05 05:00:00,12.3,56,7.0
2021-06-05 06:00:00,13.7,97,66.0
2021-06-05 07:00:00,15.0,96,147.0
2021-06-05 08:00:00,16.2,95,258.0
2021-06-05 09:00:00,17.2,81,389.0
