datetime,temperature_2m,cloud_cover,shortwave_radiation
2021-01-01 00:00:00,2.9,100,0.0
2021-01-01 00:15:00,2.9,100,0.0
2021-01-01 00:30:00,3.0,100,0.0
2021-01-01 00:45:00,3.0,100,0.0
2021-01-01 01:00:00,3.0,100,0.0
2021-01-01 01:15:00,2.9,97,0.0
2021-01-01 01:30:00,2.7,92,0.0
2021-01-01 01:45:00,2.5,87,0.0
2021-01-01 02:00:00,2.4,85,0.0
2021-01-01 02:15:00,2.4,87,0.0
2021-01-01 02:30:00,2.4,92,0.0
2021-01-01 02:45:00,2.5,97,0.0
2021-01-01 03:00:00,2.5,100,0.0
2021-01-01 03:15:00,2.5,100,0.0
2021-01-01 03:30:00,2.5,100,0.0
2021-01-01 03:45:00,2.4,98,0.0
2021-01-01 04:00:00,2.3,97,0.0
2021-01-01 04:15:00,2.3,97,0.0
2021-01-01 04:30:00,2.2,96,0.0
2021-01-01 04:45:00,2.1,96,0.0
2021-01-01 05:00:00,2.0,96,0.0
2021-01-01 05:15:00,2.0,97,0.0
2021-01-01 05:30:00,1.9,99,0.0
2021-01-01 05:45:00,1.9,100,0.0
2021-01-01 06:00:00,1.8,99,0.0
2021-01-01 06:15:00,1.8,96,0.0
2021-01-01 06:30:00,1.8,90,0.0
2021-01-01 06:45:00,1.9,85,0.0
2021-01-01 07:00:00,1.9,80,0.0
2021-01-01 07:15:00,1.8,76,0.0
2021-01-01 07:30:00,1.8,73,0.0
2021-01-01 07:45:00,1.8,71,0.0
2021-01-01 08:00:00,1.7,71,0.0
2021-01-01 08:15:00,1.7,75,0.0
2021-01-01 08:30:00,1.7,83,0.0
2021-01-01 08:45:00,1.7,90,0.0
2021-01-01 09:00:00,1.7,94,0.0
2021-01-01 09:15:00,1.7,93,0.0
2021-01-01 09:30:00,1.6,90,0.0
2021-01-01 09:45:00,1.6,86,0.0
2021-01-01 10:00:00,1.6,83,0.0
2021-01-01 10:15:00,1.5,82,2.0
2021-01-01 10:30:00,1.5,81,10.0
2021-01-01 10:45:00,1.5,81,18.0
2021-01-01 11:00:00,1.5,81,26.0
2021-01-01 11:15:00,1.5,81,35.0
2021-01-01 11:30:00,1.6,81,43.0
2021-01-01 11:45:00,1.6,81,52.0
2021-01-01 12:00:00,1.7,82,64.0
2021-01-01 12:15:00,1.7,84,75.0
2021-01-01 12:30:00,1.7,86,85.0
2021-01-01 12:45:00,1.8,88,91.0
2021-01-01 13:00:00,1.8,88,93.0
2021-01-01 13:15:00,1.9,85,93.0
2021-01-01 13:30:00,2.0,79,89.0
2021-01-01 13:45:00,2.1,73,83.0
2021-01-01 14:00:00,2.2,68,75.0
2021-01-01 14:15:00,2.2,63,64.0
