datetime,temperature_2m,cloud_cover,shortwave_radiation
2021-01-31 00:00:00,-6.1,1,0.0
2021-01-31 00:15:00,-6.3,1,0.0
2021-01-31 00:30:00,-6.6,1,0.0
2021-01-31 00:45:00,-6.9,2,0.0
2021-01-31 01:00:00,-7.0,3,0.0
2021-01-31 01:15:00,-6.7,6,0.0
2021-01-31 01:30:00,-6.2,10,0.0
2021-01-31 01:45:00,-5.7,14,0.0
2021-01-31 02:00:00,-5.4,15,0.0
2021-01-31 02:15:00,-5.4,13,0.0
2021-01-31 02:30:00,-5.7,9,0.0
2021-01-31 02:45:00,-6.0,4,0.0
2021-01-31 03:00:00,-6.2,1,0.0
2021-01-31 03:15:00,-6.4,0,0.0
2021-01-31 03:30:00,-6.5,0,0.0
2021-01-31 03:45:00,-6.6,1,0.0
2021-01-31 04:00:00,-6.6,1,0.0
2021-01-31 04:15:00,-6.6,1,0.0
2021-01-31 04:30:00,-6.5,1,0.0
2021-01-31 04:45:00,-6.4,1,0.0
2021-01-31 05:00:00,-6.3,1,0.0
2021-01-31 05:15:00,-6.4,1,0.0
2021-01-31 05:30:00,-6.5,1,0.0
2021-01-31 05:45:00,-6.7,1,0.0
2021-01-31 06:00:00,-6.8,2,0.0
2021-01-31 06:15:00,-6.8,5,0.0
2021-01-31 06:30:00,-6.8,9,0.0
2021-01-31 06:45:00,-6.8,14,0.0
2021-01-31 07:00:00,-6.6,17,0.0
2021-01-31 07:15:00,-6.2,19,0.0
2021-01-31 07:30:00,-5.6,21,0.0
2021-01-31 07:45:00,-5.1,22,0.0
2021-01-31 08:00:00,-4.7,22,0.0
2021-01-31 08:15:00,-4.6,21,0.0
2021-01-31 08:30:00,-4.5,20,0.0
2021-01-31 08:45:00,-4.6,17,0.0
2021-01-31 09:00:00,-4.5,15,0.0
2021-01-31 09:15:00,-4.5,12,0.0
2021-01-31 09:30:00,-4.4,9,1.0
2021-01-31 09:45:00,-4.3,6,14.0
2021-01-31 10:00:00,-4.1,4,32.0
2021-01-31 10:15:00,-3.7,2,52.0
2021-01-31 10:30:00,-3.3,1,73.0
2021-01-31 10:45:00,-2.8,1,94.0
2021-01-31 11:00:00,-2.4,0,116.0
2021-01-31 11:15:00,-1.9,0,137.0
