datetime,temperature_2m,cloud_cover,shortwave_radiation
2022-02-25 00:00:00,2.6,100,0.0
2022-02-25 00:15:00,2.6,100,0.0
2022-02-25 00:30:00,2.7,100,0.0
2022-02-25 00:45:00,2.8,100,0.0
2022-02-25 01:00:00,2.8,100,0.0
2022-02-25 01:15:00,2.9,90,0.0
2022-02-25 01:30:00,3.0,75,0.0
2022-02-25 01:45:00,3.1,60,0.0
2022-02-25 02:00:00,3.1,50,0.0
2022-02-25 02:15:00,3.2,47,0.0
2022-02-25 02:30:00,3.2,49,0.0
2022-02-25 02:45:00,3.2,52,0.0
2022-02-25 03:00:00,3.2,51,0.0
2022-02-25 03:15:00,3.2,45,0.0
2022-02-25 03:30:00,3.2,37,0.0
2022-02-25 03:45:00,3.2,28,0.0
2022-02-25 04:00:00,3.2,22,0.0
2022-02-25 04:15:00,3.2,17,0.0
2022-02-25 04:30:00,3.1,14,0.0
2022-02-25 04:45:00,3.0,13,0.0
2022-02-25 05:00:00,2.9,19,0.0
2022-02-25 05:15:00,2.9,35,0.0
2022-02-25 05:30:00,3.0,59,0.0
2022-02-25 05:45:00,3.0,83,0.0
2022-02-25 06:00:00,3.1,100,0.0
2022-02-25 06:15:00,3.1,100,0.0
2022-02-25 06:30:00,3.2,100,0.0
2022-02-25 06:45:00,3.3,100,0.0
2022-02-25 07:00:00,3.4,100,0.0
2022-02-25 07:15:00,3.4,100,0.0
2022-02-25 07:30:00,3.4,100,0.0
2022-02-25 07:45:00,3.5,100,0.0
2022-02-25 08:00:00,3.5,100,0.0
2022-02-25 08:15:00,3.5,100,0.0
2022-02-25 08:30:00,3.5,100,1.0
2022-02-25 08:45:00,3.5,100,8.0
2022-02-25 09:00:00,3.5,100,17.0
2022-02-25 09:15:00,3.5,100,27.0
2022-02-25 09:30:00,3.5,100,38.0
2022-02-25 09:45:00,3.6,100,50.0
2022-02-25 10:00:00,3.6,100,61.0
2022-02-25 10:15:00,3.7,100,72.0
2022-02-25 10:30:00,3.8,100,84.0
2022-02-25 10:45:00,3.9,100,100.0
2022-02-25 11:00:00,3.9,100,120.0
2022-02-25 11:15:00,4.0,100,143.0
2022-02-25 11:30:00,4.0,100,166.0
2022-02-25 11:45:00,4.0,100,186.0
2022-02-25 12:00:00,4.1,100,202.0
2022-02-25 12:15:00,4.2,100,216.0
2022-02-25 12:30:00,4.4,99,230.0
2022-02-25 12:45:00,4.6,99,246.0
2022-02-25 13:00:00,4.7,99,264.0
2022-02-25 13:15:00,4.8,100,281.0
2022-02-25 13:30:00,4.7,100,295.0
