datetime,temperature_2m,cloud_cover,shortwave_radiation
2021-09-28 00:00:00,13.5,100,0.0
2021-09-28 00:15:00,13.5,100,0.0
2021-09-28 00:30:00,13.5,100,0.0
2021-09-28 00:45:00,13.4,100,0.0
2021-09-28 01:00:00,13.3,100,0.0
2021-09-28 01:15:00,13.2,100,0.0
2021-09-28 01:30:00,13.1,100,0.0
2021-09-28 01:45:00,13.0,100,0.0
2021-09-28 02:00:00,12.9,100,0.0
2021-09-28 02:15:00,13.0,100,0.0
2021-09-28 02:30:00,13.1,100,0.0
2021-09-28 02:45:00,13.2,100,0.0
2021-09-28 03:00:00,13.3,100,0.0
2021-09-28 03:15:00,13.3,100,0.0
2021-09-28 03:30:00,13.4,100,0.0
2021-09-28 03:45:00,13.4,100,0.0
2021-09-28 04:00:00,13.5,100,0.0
2021-09-28 04:15:00,13.5,100,0.0
2021-09-28 04:30:00,13.6,100,0.0
2021-09-28 04:45:00,13.7,100,0.0
2021-09-28 05:00:00,13.7,100,0.0
2021-09-28 05:15:00,13.7,100,0.0
2021-09-28 05:30:00,13.7,100,0.0
2021-09-28 05:45:00,13.6,100,0.0
2021-09-28 06:00:00,13.5,100,0.0
2021-09-28 06:15:00,13.3,100,0.0
2021-09-28 06:30:00,13.0,100,0.0
2021-09-28 06:45:00,12.8,100,0.0
2021-09-28 07:00:00,12.7,100,0.0
2021-09-28 07:15:00,12.7,100,0.0
2021-09-28 07:30:00,12.8,100,2.0
2021-09-28 07:45:00,12.9,100,6.0
2021-09-28 08:00:00,13.0,100,10.0
2021-09-28 08:15:00,13.1,100,16.0
2021-09-28 08:30:00,13.2,100,23.0
2021-09-28 08:45:00,13.2,100,29.0
2021-09-28 09:00:00,13.3,100,35.0
2021-09-28 09:15:00,13.3,100,41.0
2021-09-28 09:30:00,13.4,100,48.0
2021-09-28 09:45:00,13.5,100,59.0
2021-09-28 10:00:00,13.6,100,73.0
2021-09-28 10:15:00,13.7,95,91.0
2021-09-28 10:30:00,13.8,89,113.0
2021-09-28 10:45:00,13.9,81,139.0
2021-09-28 11:00:00,14.1,73,172.0
2021-09-28 11:15:00,14.2,64,209.0
2021-09-28 11:30:00,14.3,53,249.0
2021-09-28 11:45:00,14.5,43,290.0
2021-09-28 12:00:00,14.6,38,337.0
2021-09-28 12:15:00,14.8,41,385.0
2021-09-28 12:30:00,14.9,49,424.0
2021-09-28 12:45:00,15.1,56,446.0
2021-09-28 13:00:00,15.2,59,450.0
2021-09-28 13:15:00,15.3,54,444.0
2021-09-28 13:30:00,15.4,44,437.0
2021-09-28 13:45:00,15.4,33,436.0
2021-09-28 14:00:00,15.5,24,438.0
2021-09-28 14:15:00,15.5,17,440.0
2021-09-28 14:30:00,15.5,11,436.0
2021-09-28 14:45:00,15.6,6,424.0
2021-09-28 15:00:00,15.5,2,405.0
2021-09-28 15:15:00,15.5,1,381.0
2021-09-28 15:30:00,15.4,1,356.0
2021-09-28 15:45:00,15.2,2,330.0
2021-09-28 16:00:00,15.1,3,302.0
2021-09-28 16:15:00,15.0,3,274.0
2021-09-28 16:30:00,14.9,2,247.0
2021-09-28 16:45:00,14.8,1,221.0
2021-09-28 17:00:00,14.6,1,198.0
2021-09-28 17:15:00,14.3,1,175.0
2021-09-28 17:30:00,14.0,1,149.0
2021-09-28 17:45:00,13.8,1,120.0
2021-09-28 18:00:00,13.5,1,89.0
2021-09-28 18:15:00,13.4,1,60.0
2021-09-28 18:30:00,13.3,1,36.0
2021-09-28 18:45:00,13.2,0,15.0
2021-09-28 19:00:00,13.1,0,1.0
2021-09-28 19:15:00,13.0,0,0.0
2021-09-28 19:30:00,13.0,0,0.0
2021-09-28 19:45:00,12.8,0,0.0
2021-09-28 20:00:00,12.4,0,0.0
2021-09-28 20:15:00,11.6,0,0.0
2021-09-28 20:30:00,10.6,0,0.0
2021-09-28 20:45:00,9.5,0,0.0
2021-09-28 21:00:00,8.7,0,0.0
2021-09-28 21:15:00,8.4,0,0.0
2021-09-28 21:30:00,8.2,0,0.0
2021-09-28 21:45:00,8.2,0,0.0
2021-09-28 22:00:00,8.1,3,0.0
2021-09-28 22:15:00,7.9,18,0.0
2021-09-28 22:30:00,7.6,41,0.0
2021-09-28 22:45:00,7.4,61,0.0
2021-09-28 23:00:00,7.4,71,0.0
2021-09-28 23:15:00,7.6,62,0.0
2021-09-28 23:30:00,7.9,42,0.0
2021-09-28 23:45:00,8.3,22,0.0
2021-09-29 00:00:00,8.5,14,0.0
2021-09-29 00:15:00,8.5,26,0.0
2021-09-29 00:30:00,8.4,49,0.0
2021-09-29 00:45:00,8.3,74,0.0
2021-09-29 01:00:00,8.2,89,0.0
2021-09-29 01:15:00,8.3,90,0.0
2021-09-29 01:30:00,8.4,84,0.0
2021-09-29 01:45:00,8.5,76,0.0
2021-09-29 02:00:00,8.6,69,0.0
2021-09-29 02:15:00,8.6,65,0.0
2021-09-29 02:30:00,8.6,60,0.0
2021-09-29 02:45:00,8.6,58,0.0
2021-09-29 03:00:00,8.6,59,0.0
2021-09-29 03:15:00,8.6,66,0.0
2021-09-29 03:30:00,8.8,78,0.0
2021-09-29 03:45:00,8.9,90,0.0
2021-09-29 04:00:00,9.0,98,0.0
2021-09-29 04:15:00,9.1,100,0.0
2021-09-29 04:30:00,9.2,99,0.0
2021-09-29 04:45:00,9.3,96,0.0
2021-09-29 05:00:00,9.4,95,0.0
2021-09-29 05:15:00,9.4,96,0.0
2021-09-29 05:30:00,9.5,97,0.0
2021-09-29 05:45:00,9.5,98,0.0
2021-09-29 06:00:00,9.6,99,0.0
2021-09-29 06:15:00,9.7,99,0.0
2021-09-29 06:30:00,9.9,98,0.0
2021-09-29 06:45:00,10.0,97,0.0
2021-09-29 07:00:00,10.2,97,0.0
2021-09-29 07:15:00,10.4,97,0.0
2021-09-29 07:30:00,10.6,98,3.0
2021-09-29 07:45:00,10.9,98,13.0
2021-09-29 08:00:00,11.1,99,22.0
2021-09-29 08:15:00,11.4,99,31.0
2021-09-29 08:30:00,11.7,100,38.0
2021-09-29 08:45:00,12.0,100,45.0
2021-09-29 09:00:00,12.3,100,51.0
2021-09-29 09:15:00,12.6,100,57.0
