datetime,temperature_2m,cloud_cover,shortwave_radiation
2021-10-28 00:00:00,12.7,100,0.0
2021-10-28 00:15:00,12.7,100,0.0
2021-10-28 00:30:00,12.6,100,0.0
2021-10-28 00:45:00,12.5,100,0.0
2021-10-28 01:00:00,12.5,100,0.0
2021-10-28 01:15:00,12.4,100,0.0
2021-10-28 01:30:00,12.4,100,0.0
2021-10-28 01:45:00,12.3,100,0.0
2021-10-28 02:00:00,12.3,100,0.0
2021-10-28 02:15:00,12.4,100,0.0
2021-10-28 02:30:00,12.5,100,0.0
2021-10-28 02:45:00,12.6,100,0.0
2021-10-28 03:00:00,12.7,100,0.0
2021-10-28 03:15:00,12.8,100,0.0
2021-10-28 03:30:00,12.8,100,0.0
2021-10-28 03:45:00,12.8,100,0.0
2021-10-28 04:00:00,12.8,100,0.0
2021-10-28 04:15:00,12.8,100,0.0
2021-10-28 04:30:00,12.9,100,0.0
2021-10-28 04:45:00,12.9,100,0.0
2021-10-28 05:00:00,12.9,100,0.0
2021-10-28 05:15:00,12.9,100,0.0
2021-10-28 05:30:00,12.9,100,0.0
2021-10-28 05:45:00,12.9,100,0.0
2021-10-28 06:00:00,12.8,100,0.0
2021-10-28 06:15:00,12.8,100,0.0
2021-10-28 06:30:00,12.7,100,0.0
2021-10-28 06:45:00,12.7,100,0.0
2021-10-28 07:00:00,12.6,100,0.0
2021-10-28 07:15:00,12.6,100,0.0
2021-10-28 07:30:00,12.5,100,0.0
2021-10-28 07:45:00,12.5,100,0.0
2021-10-28 08:00:00,12.5,100,0.0
2021-10-28 08:15:00,12.5,100,0.0
2021-10-28 08:30:00,12.4,100,1.0
2021-10-28 08:45:00,12.4,100,9.0
2021-10-28 09:00:00,12.4,100,20.0
2021-10-28 09:15:00,12.4,100,31.0
2021-10-28 09:30:00,12.5,100,42.0
2021-10-28 09:45:00,12.5,100,50.0
2021-10-28 10:00:00,12.5,100,52.0
2021-10-28 10:15:00,12.5,100,51.0
2021-10-28 10:30:00,12.6,100,49.0
2021-10-28 10:45:00,12.6,100,49.0
2021-10-28 11:00:00,12.6,100,51.0
2021-10-28 11:15:00,12.6,100,55.0
2021-10-28 11:30:00,12.6,100,58.0
2021-10-28 11:45:00,12.6,100,60.0
2021-10-28 12:00:00,12.6,100,61.0
2021-10-28 12:15:00,12.6,100,61.0
2021-10-28 12:30:00,12.6,100,62.0
2021-10-28 12:45:00,12.6,100,63.0
2021-10-28 13:00:00,12.5,100,63.0
2021-10-28 13:15:00,12.4,100,64.0
2021-10-28 13:30:00,12.3,100,66.0
2021-10-28 13:45:00,12.1,100,69.0
2021-10-28 14:00:00,12.1,100,72.0
2021-10-28 14:15:00,12.1,100,76.0
2021-10-28 14:30:00,12.2,100,82.0
2021-10-28 14:45:00,12.3,100,92.0
2021-10-28 15:00:00,12.3,100,105.0
2021-10-28 15:15:00,12.3,100,117.0
2021-10-28 15:30:00,12.3,100,123.0
2021-10-28 15:45:00,12.2,100,119.0
2021-10-28 16:00:00,12.1,100,108.0
2021-10-28 16:15:00,12.0,100,93.0
2021-10-28 16:30:00,11.8,100,76.0
2021-10-28 16:45:00,11.6,100,58.0
2021-10-28 17:00:00,11.4,100,39.0
2021-10-28 17:15:00,11.3,100,21.0
2021-10-28 17:30:00,11.3,100,5.0
2021-10-28 17:45:00,11.3,100,0.0
2021-10-28 18:00:00,11.3,100,0.0
2021-10-28 18:15:00,11.3,89,0.0
2021-10-28 18:30:00,11.3,72,0.0
2021-10-28 18:45:00,11.4,54,0.0
2021-10-28 19:00:00,11.4,39,0.0
2021-10-28 19:15:00,11.4,27,0.0
2021-10-28 19:30:00,11.4,16,0.0
2021-10-28 19:45:00,11.4,6,0.0
2021-10-28 20:00:00,11.4,0,0.0
2021-10-28 20:15:00,11.4,0,0.0
2021-10-28 20:30:00,11.4,0,0.0
2021-10-28 20:45:00,11.4,0,0.0
2021-10-28 21:00:00,11.4,0,0.0
2021-10-28 21:15:00,11.4,0,0.0
2021-10-28 21:30:00,11.4,0,0.0
2021-10-28 21:45:00,11.4,0,0.0
2021-10-28 22:00:00,11.4,0,0.0
2021-10-28 22:15:00,11.4,0,0.0
2021-10-28 22:30:00,11.4,0,0.0
2021-10-28 22:45:00,11.4,0,0.0
2021-10-28 23:00:00,11.4,0,0.0
2021-10-28 23:15:00,11.4,0,0.0
2021-10-28 23:30:00,11.4,0,0.0
2021-10-28 23:45:00,11.4,0,0.0
2021-10-29 00:00:00,11.4,0,0.0
2021-10-29 00:15:00,11.4,0,0.0
2021-10-29 00:30:00,11.3,0,0.0
2021-10-29 00:45:00,11.3,0,0.0
2021-10-29 01:00:00,11.3,0,0.0
2021-10-29 01:15:00,11.2,0,0.0
2021-10-29 01:30:00,11.2,0,0.0
2021-10-29 01:45:00,11.2,0,0.0
2021-10-29 02:00:00,11.1,0,0.0
2021-10-29 02:15:00,11.1,0,0.0
2021-10-29 02:30:00,11.1,0,0.0
2021-10-29 02:45:00,11.0,0,0.0
2021-10-29 03:00:00,11.0,0,0.0
2021-10-29 03:15:00,10.9,0,0.0
2021-10-29 03:30:00,10.9,0,0.0
2021-10-29 03:45:00,10.8,0,0.0
