datetime,temperature_2m,cloud_cover,shortwave_radiation
2021-12-27 00:00:00,-0.8,3,0.0
2021-12-27 00:15:00,-0.8,5,0.0
2021-12-27 00:30:00,-0.7,8,0.0
2021-12-27 00:45:00,-0.7,12,0.0
2021-12-27 01:00:00,-0.7,17,0.0
2021-12-27 01:15:00,-0.7,25,0.0
2021-12-27 01:30:00,-0.8,34,0.0
2021-12-27 01:45:00,-0.8,43,0.0
2021-12-27 02:00:00,-0.9,49,0.0
2021-12-27 02:15:00,-1.0,49,0.0
2021-12-27 02:30:00,-1.1,46,0.0
2021-12-27 02:45:00,-1.2,43,0.0
2021-12-27 03:00:00,-1.3,45,0.0
2021-12-27 03:15:00,-1.4,54,0.0
2021-12-27 03:30:00,-1.4,67,0.0
2021-12-27 03:45:00,-1.4,80,0.0
2021-12-27 04:00:00,-1.5,90,0.0
2021-12-27 04:15:00,-1.5,94,0.0
2021-12-27 04:30:00,-1.6,96,0.0
2021-12-27 04:45:00,-1.6,96,0.0
2021-12-27 05:00:00,-1.7,96,0.0
2021-12-27 05:15:00,-1.7,96,0.0
2021-12-27 05:30:00,-1.8,96,0.0
2021-12-27 05:45:00,-1.8,95,0.0
2021-12-27 06:00:00,-1.9,92,0.0
2021-12-27 06:15:00,-1.9,86,0.0
2021-12-27 06:30:00,-2.0,77,0.0
2021-12-27 06:45:00,-2.0,70,0.0
2021-12-27 07:00:00,-2.1,67,0.0
2021-12-27 07:15:00,-2.1,72,0.0
2021-12-27 07:30:00,-2.1,81,0.0
2021-12-27 07:45:00,-2.2,92,0.0
2021-12-27 08:00:00,-2.2,98,0.0
2021-12-27 08:15:00,-2.3,100,0.0
2021-12-27 08:30:00,-2.3,99,0.0
2021-12-27 08:45:00,-2.4,96,0.0
2021-12-27 09:00:00,-2.5,91,0.0
2021-12-27 09:15:00,-2.6,83,0.0
2021-12-27 09:30:00,-2.7,71,0.0
2021-12-27 09:45:00,-2.8,60,0.0
2021-12-27 10:00:00,-2.9,53,0.0
2021-12-27 10:15:00,-3.0,51,2.0
2021-12-27 10:30:00,-3.2,52,12.0
2021-12-27 10:45:00,-3.3,54,23.0
2021-12-27 11:00:00,-3.4,57,33.0
2021-12-27 11:15:00,-3.5,61,44.0
2021-12-27 11:30:00,-3.5,68,55.0
2021-12-27 11:45:00,-3.6,72,64.0
2021-12-27 12:00:00,-3.6,70,73.0
2021-12-27 12:15:00,-3.6,58,80.0
2021-12-27 12:30:00,-3.5,39,88.0
2021-12-27 12:45:00,-3.5,19,97.0
2021-12-27 13:00:00,-3.5,7,108.0
2021-12-27 13:15:00,-3.4,6,120.0
2021-12-27 13:30:00,-3.4,10,127.0
2021-12-27 13:45:00,-3.3,17,129.0
2021-12-27 14:00:00,-3.3,20,125.0
2021-12-27 14:15:00,-3.3,16,118.0
2021-12-27 14:30:00,-3.3,8,108.0
2021-12-27 14:45:00,-3.3,3,97.0
2021-12-27 15:00:00,-3.4,6,85.0
2021-12-27 15:15:00,-3.5,23,72.0
2021-12-27 15:30:00,-3.6,50,57.0
2021-12-27 15:45:00,-3.8,77,42.0
2021-12-27 16:00:00,-3.9,94,27.0
2021-12-27 16:15:00,-4.0,99,12.0
2021-12-27 16:30:00,-4.1,97,1.0
2021-12-27 16:45:00,-4.1,90,0.0
2021-12-27 17:00:00,-4.2,83,0.0
2021-12-27 17:15:00,-4.2,72,0.0
2021-12-27 17:30:00,-4.1,56,0.0
2021-12-27 17:45:00,-4.1,43,0.0
2021-12-27 18:00:00,-4.0,38,0.0
2021-12-27 18:15:00,-4.0,47,0.0
2021-12-27 18:30:00,-3.9,66,0.0
2021-12-27 18:45:00,-3.8,86,0.0
2021-12-27 19:00:00,-3.8,100,0.0
2021-12-27 19:15:00,-3.7,100,0.0
2021-12-27 19:30:00,-3.7,100,0.0
2021-12-27 19:45:00,-3.6,100,0.0
2021-12-27 20:00:00,-3.5,100,0.0
2021-12-27 20:15:00,-3.4,100,0.0
2021-12-27 20:30:00,-3.4,100,0.0
2021-12-27 20:45:00,-3.3,100,0.0
2021-12-27 21:00:00,-3.1,100,0.0
2021-12-27 21:15:00,-2.9,100,0.0
2021-12-27 21:30:00,-2.7,100,0.0
2021-12-27 21:45:00,-2.4,100,0.0
2021-12-27 22:00:00,-2.2,100,0.0
2021-12-27 22:15:00,-2.0,100,0.0
2021-12-27 22:30:00,-1.9,100,0.0
2021-12-27 22:45:00,-1.7,100,0.0
2021-12-27 23:00:00,-1.6,100,0.0
2021-12-27 23:15:00,-1.5,100,0.0
2021-12-27 23:30:00,-1.4,100,0.0
2021-12-27 23:45:00,-1.3,100,0.0
2021-12-28 00:00:00,-1.1,100,0.0
2021-12-28 00:15:00,-0.9,100,0.0
2021-12-28 00:30:00,-0.6,100,0.0
2021-12-28 00:45:00,-0.4,100,0.0
2021-12-28 01:00:00,-0.2,100,0.0
2021-12-28 01:15:00,-0.2,100,0.0
2021-12-28 01:30:00,-0.3,100,0.0
2021-12-28 01:45:00,-0.4,100,0.0
2021-12-28 02:00:00,-0.5,100,0.0
2021-12-28 02:15:00,-0.6,100,0.0
2021-12-28 02:30:00,-0.7,100,0.0
2021-12-28 02:45:00,-0.7,100,0.0
2021-12-28 03:00:00,-0.7,100,0.0
2021-12-28 03:15:00,-0.7,100,0.0
2021-12-28 03:30:00,-0.6,100,0.0
2021-12-28 03:45:00,-0.5,100,0.0
2021-12-28 04:00:00,-0.4,100,0.0
2021-12-28 04:15:00,-0.4,100,0.0
2021-12-28 04:30:00,-0.4,100,0.0
2021-12-28 04:45:00,-0.4,100,0.0
2021-12-28 05:00:00,-0.4,100,0.0
2021-12-28 05:15:00,-0.3,100,0.0
2021-12-28 05:30:00,-0.3,100,0.0
2021-12-28 05:45:00,-0.3,100,0.0
2021-12-28 06:00:00,-0.2,100,0.0
2021-12-28 06:15:00,-0.2,100,0.0
2021-12-28 06:30:00,-0.1,100,0.0
2021-12-28 06:45:00,-0.1,100,0.0
2021-12-28 07:00:00,-0.1,100,0.0
2021-12-28 07:15:00,-0.0,100,0.0
2021-12-28 07:30:00,-0.0,100,0.0
2021-12-28 07:45:00,-0.0,100,0.0
2021-12-28 08:00:00,0.0,100,0.0
2021-12-28 08:15:00,0.1,100,0.0
2021-12-28 08:30:00,0.1,100,0.0
2021-12-28 08:45:00,0.1,100,0.0
2021-12-28 09:00:00,0.2,100,0.0
2021-12-28 09:15:00,0.2,100,0.0
2021-12-28 09:30:00,0.3,100,0.0
2021-12-28 09:45:00,0.3,100,0.0
2021-12-28 10:00:00,0.3,100,0.0
2021-12-28 10:15:00,0.3,100,0.0
2021-12-28 10:30:00,0.3,100,3.0
2021-12-28 10:45:00,0.2,100,5.0
2021-12-28 11:00:00,0.2,100,7.0
2021-12-28 11:15:00,0.2,100,8.0
2021-12-28 11:30:00,0.2,100,9.0
2021-12-28 11:45:00,0.2,100,11.0
2021-12-28 12:00:00,0.2,100,14.0
2021-12-28 12:15:00,0.2,100,17.0
2021-12-28 12:30:00,0.2,100,19.0
2021-12-28 12:45:00,0.2,100,21.0
2021-12-28 13:00:00,0.3,100,21.0
2021-12-28 13:15:00,0.3,100,20.0
2021-12-28 13:30:00,0.4,100,19.0
2021-12-28 13:45:00,0.5,100,18.0
2021-12-28 14:00:00,0.6,100,16.0
2021-12-28 14:15:00,0.5,100,15.0
2021-12-28 14:30:00,0.5,100,13.0
2021-12-28 14:45:00,0.4,100,11.0
2021-12-28 15:00:00,0.3,100,9.0
2021-12-28 15:15:00,0.3,100,7.0
2021-12-28 15:30:00,0.3,100,5.0
2021-12-28 15:45:00,0.3,100,3.0
2021-12-28 16:00:00,0.2,100,1.0
2021-12-28 16:15:00,0.2,100,0.0
2021-12-28 16:30:00,0.1,100,0.0
2021-12-28 16:45:00,0.1,100,0.0
2021-12-28 17:00:00,0.1,100,0.0
2021-12-28 17:15:00,0.1,100,0.0
2021-12-28 17:30:00,0.0,100,0.0
2021-12-28 17:45:00,0.0,100,0.0
