forecast_valid_time,forecast_issue_time,lead_hours,temperature_2m,cloud_cover,shortwave_radiation
2023-01-11 00:00:00,2023-01-10 19:00:00,5,278.4025146484375,100.0,0.0
2023-01-11 01:00:00,2023-01-10 19:00:00,6,278.08453125,100.0,0.0
2023-01-11 02:00:00,2023-01-10 19:00:00,7,277.85265625,100.0,0.0
2023-01-11 03:00:00,2023-01-10 19:00:00,8,277.204150390625,100.0,0.0
2023-01-11 04:00:00,2023-01-10 19:00:00,9,276.8025146484375,100.0,0.0
2023-01-11 05:00:00,2023-01-10 19:00:00,10,277.7388427734375,100.0,0.0
2023-01-11 06:00:00,2023-01-10 19:00:00,11,278.07211914062503,100.0,0.0
2023-01-11 07:00:00,2023-01-10 19:00:00,12,278.43974609375,100.0,0.0
2023-01-11 08:00:00,2023-01-10 19:00:00,13,279.0881591796875,100.0,0.0
2023-01-11 09:00:00,2023-01-10 19:00:00,14,279.8273193359375,16.7,0.0
2023-01-11 10:00:00,2023-01-10 19:00:00,15,279.58945312500003,5.6000000000000005,7.24
2023-01-11 11:00:00,2023-01-10 19:00:00,16,279.58193359375,5.0,25.82
2023-01-11 12:00:00,2023-01-10 19:00:00,17,279.4296484375,64.5,45.84
2023-01-11 13:00:00,2023-01-10 19:00:00,18,279.2747265625,79.80000000000001,60.38
2023-01-11 14:00:00,2023-01-10 19:00:00,19,279.1275146484375,10.700000000000001,95.28
2023-01-11 15:00:00,2023-01-10 19:00:00,20,278.97275390625003,5.0,80.34
2023-01-11 16:00:00,2023-01-10 19:00:00,21,278.902392578125,5.0,57.2
2023-01-11 17:00:00,2023-01-10 19:00:00,22,278.991650390625,68.3,42.9
2023-01-11 18:00:00,2023-01-10 19:00:00,23,278.85439453125,100.0,34.32
2023-01-11 19:00:00,2023-01-10 19:00:00,24,278.674755859375,41.2,28.6
2023-01-11 20:00:00,2023-01-10 19:00:00,25,278.5046875,15.100000000000001,0.0
2023-01-11 21:00:00,2023-01-10 19:00:00,26,278.370859375,61.900000000000006,0.0
2023-01-11 22:00:00,2023-01-10 19:00:00,27,278.2952734375,71.8,0.0
2023-01-11 23:00:00,2023-01-10 19:00:00,28,278.25080078125,8.5,0.0
2023-01-12 00:00:00,2023-01-10 19:00:00,29,278.04732421875,87.10000000000001,0.0
2023-01-12 01:00:00,2023-01-10 19:00:00,30,277.99171875,100.0,0.0
