forecast_valid_time,forecast_issue_time,lead_hours,temperature_2m,cloud_cover,shortwave_radiation
2022-02-22 00:00:00,2022-02-21 19:00:00,5,273.04650390625,5.0,0.0
2022-02-22 01:00:00,2022-02-21 19:00:00,6,272.74365234375,5.0,0.0
2022-02-22 02:00:00,2022-02-21 19:00:00,7,272.31376953125,4.3,0.0
2022-02-22 03:00:00,2022-02-21 19:00:00,8,272.02703125,1.3,0.0
2022-02-22 04:00:00,2022-02-21 19:00:00,9,271.64060546875,1.3,0.0
2022-02-22 05:00:00,2022-02-21 19:00:00,10,271.766953125,1.3,0.0
2022-02-22 06:00:00,2022-02-21 19:00:00,11,272.23962890625,1.3,0.0
2022-02-22 07:00:00,2022-02-21 19:00:00,12,272.6473046875,1.7000000000000002,0.0
2022-02-22 08:00:00,2022-02-21 19:00:00,13,273.01535156250003,4.9,5.78
2022-02-22 09:00:00,2022-02-21 19:00:00,14,273.72994140625,33.0,45.44
2022-02-22 10:00:00,2022-02-21 19:00:00,15,274.410078125,100.0,94.06
2022-02-22 11:00:00,2022-02-21 19:00:00,16,274.99537109375,100.0,124.14
2022-02-22 12:00:00,2022-02-21 19:00:00,17,275.4896484375,100.0,148.784
2022-02-22 13:00:00,2022-02-21 19:00:00,18,275.7951953125,100.0,168.12800000000001
2022-02-22 14:00:00,2022-02-21 19:00:00,19,276.00150390625,100.0,227.74
2022-02-22 15:00:00,2022-02-21 19:00:00,20,276.02271484375,100.0,198.20000000000002
2022-02-22 16:00:00,2022-02-21 19:00:00,21,275.7787109375,100.0,170.22
2022-02-22 17:00:00,2022-02-21 19:00:00,22,275.723515625,100.0,138.88
2022-02-22 18:00:00,2022-02-21 19:00:00,23,275.77806640625,100.0,111.54
2022-02-22 19:00:00,2022-02-21 19:00:00,24,275.75328125,100.0,92.96000000000001
2022-02-22 20:00:00,2022-02-21 19:00:00,25,275.329140625,100.0,0.0
2022-02-22 21:00:00,2022-02-21 19:00:00,26,274.68962890625,100.0,0.0
2022-02-22 22:00:00,2022-02-21 19:00:00,27,274.1909375,100.0,0.0
2022-02-22 23:00:00,2022-02-21 19:00:00,28,273.7358984375,100.0,0.0
2022-02-23 00:00:00,2022-02-21 19:00:00,29,274.01541015625,100.0,0.0
2022-02-23 01:00:00,2022-02-21 19:00:00,30,273.97619140625,100.0,0.0
2022-02-23 02:00:00,2022-02-21 19:00:00,31,274.01076171875,100.0,0.0
2022-02-23 03:00:00,2022-02-21 19:00:00,32,274.5108203125,100.0,0.0
2022-02-23 04:00:00,2022-02-21 19:00:00,33,274.90013671875,100.0,0.0
2022-02-23 05:00:00,2022-02-21 19:00:00,34,276.093046875,100.0,0.0
2022-02-23 06:00:00,2022-02-21 19:00:00,35,277.324453125,9.200000000000001,0.0
2022-02-23 07:00:00,2022-02-21 19:00:00,36,277.414140625,4.4,0.0
2022-02-23 08:00:00,2022-02-21 19:00:00,37,277.437734375,3.2,6.94
2022-02-23 09:00:00,2022-02-21 19:00:00,38,277.4817578125,1.5,47.94
2022-02-23 10:00:00,2022-02-21 19:00:00,39,277.39599609375,4.2,99.66
2022-02-23 11:00:00,2022-02-21 19:00:00,40,277.54562500000003,5.0,148.86
2022-02-23 12:00:00,2022-02-21 19:00:00,41,277.8633984375,10.5,189.168
2022-02-23 13:00:00,2022-02-21 19:00:00,42,278.05876953125,84.10000000000001,218.192
2022-02-23 14:00:00,2022-02-21 19:00:00,43,278.10117187500003,89.60000000000001,291.48
2022-02-23 15:00:00,2022-02-21 19:00:00,44,277.929609375,99.9,248.98000000000002
2022-02-23 16:00:00,2022-02-21 19:00:00,45,277.9504296875,100.0,203.92000000000002
2022-02-23 17:00:00,2022-02-21 19:00:00,46,277.94384765625,100.0,163.86
2022-02-23 18:00:00,2022-02-21 19:00:00,47,277.981015625,100.0,131.74
2022-02-23 19:00:00,2022-02-21 19:00:00,48,277.8696875,100.0,109.78
2022-02-23 20:00:00,2022-02-21 19:00:00,49,277.718125,100.0,0.0
2022-02-23 21:00:00,2022-02-21 19:00:00,50,277.72767578125,100.0,0.0
2022-02-23 22:00:00,2022-02-21 19:00:00,51,277.76029296875,100.0,0.0
2022-02-23 23:00:00,2022-02-21 19:00:00,52,278.1486328125,100.0,0.0
2022-02-24 00:00:00,2022-02-21 19:00:00,53,277.97400390625,100.0,0.0
2022-02-24 01:00:00,2022-02-21 19:00:00,54,277.8498046875,100.0,0.0
2022-02-24 02:00:00,2022-02-21 19:00:00,55,277.88333984375,100.0,0.0
2022-02-24 03:00:00,2022-02-21 19:00:00,56,278.0045703125,100.0,0.0
2022-02-24 04:00:00,2022-02-21 19:00:00,57,277.9605859375,100.0,0.0
2022-02-24 05:00:00,2022-02-21 19:00:00,58,277.783515625,100.0,0.0
2022-02-24 06:00:00,2022-02-21 19:00:00,59,277.59435546875,100.0,0.0
2022-02-24 07:00:00,2022-02-21 19:00:00,60,275.76822265625003,100.0,0.0
2022-02-24 08:00:00,2022-02-21 19:00:00,61,275.214375,100.0,0.5
2022-02-24 09:00:00,2022-02-21 19:00:00,62,275.72796875,100.0,7.58
2022-02-24 10:00:00,2022-02-21 19:00:00,63,275.75599609375,100.0,29.72
2022-02-24 11:00:00,2022-02-21 19:00:00,64,275.73986328125,100.0,40.74
2022-02-24 12:00:00,2022-02-21 19:00:00,65,275.1930078125,100.0,50.800000000000004
2022-02-24 13:00:00,2022-02-21 19:00:00,66,274.6684375,100.0,52.848
2022-02-24 14:00:00,2022-02-21 19:00:00,67,274.42744140625,100.0,58.160000000000004
2022-02-24 15:00:00,2022-02-21 19:00:00,68,274.33353515625,100.0,46.300000000000004
2022-02-24 16:00:00,2022-02-21 19:00:00,69,274.55201171875,100.0,39.26
2022-02-24 17:00:00,2022-02-21 19:00:00,70,275.646875,100.0,33.92
2022-02-24 18:00:00,2022-02-21 19:00:00,71,276.2599609375,100.0,27.62
2022-02-24 19:00:00,2022-02-21 19:00:00,72,276.203203125,100.0,23.02
2022-02-24 20:00:00,2022-02-21 19:00:00,73,275.584453125,100.0,0.0
2022-02-24 21:00:00,2022-02-21 19:00:00,74,275.66189453125,85.5,0.0
2022-02-24 22:00:00,2022-02-21 19:00:00,75,275.956796875,5.5,0.0
2022-02-24 23:00:00,2022-02-21 19:00:00,76,275.87400390625,97.9,0.0
