forecast_valid_time,forecast_issue_time,lead_hours,temperature_2m,cloud_cover,shortwave_radiation
2023-07-05 00:00:00,2023-07-04 20:00:00,4,287.9105224609375,65.9,14.92
2023-07-05 01:00:00,2023-07-04 20:00:00,5,287.742919921875,82.2,11.94
2023-07-05 02:00:00,2023-07-04 20:00:00,6,287.6091552734375,92.5,9.952
2023-07-05 03:00:00,2023-07-04 20:00:00,7,287.343017578125,71.3,0.0
2023-07-05 04:00:00,2023-07-04 20:00:00,8,287.17685546875003,25.900000000000002,0.0
2023-07-05 05:00:00,2023-07-04 20:00:00,9,287.04296875,2.4000000000000004,1.48
2023-07-05 06:00:00,2023-07-04 20:00:00,10,287.1093017578125,90.9,16.864
2023-07-05 07:00:00,2023-07-04 20:00:00,11,287.34306640625,94.80000000000001,44.480000000000004
2023-07-05 08:00:00,2023-07-04 20:00:00,12,287.509326171875,97.60000000000001,86.912
2023-07-05 09:00:00,2023-07-04 20:00:00,13,287.71066894531253,59.800000000000004,432.44
2023-07-05 10:00:00,2023-07-04 20:00:00,14,288.1106201171875,88.0,498.3
2023-07-05 11:00:00,2023-07-04 20:00:00,15,288.478271484375,100.0,547.5600000000001
2023-07-05 12:00:00,2023-07-04 20:00:00,16,288.7445556640625,100.0,572.4
2023-07-05 13:00:00,2023-07-04 20:00:00,17,289.1108642578125,100.0,536.48
2023-07-05 14:00:00,2023-07-04 20:00:00,18,287.78740234375,100.0,486.48
2023-07-05 15:00:00,2023-07-04 20:00:00,19,286.63303222656253,100.0,95.86
2023-07-05 16:00:00,2023-07-04 20:00:00,20,286.47446289062503,100.0,62.82
2023-07-05 17:00:00,2023-07-04 20:00:00,21,286.830859375,100.0,50.620000000000005
2023-07-05 18:00:00,2023-07-04 20:00:00,22,286.893017578125,100.0,43.92
2023-07-05 19:00:00,2023-07-04 20:00:00,23,287.80673828125003,93.5,43.488
2023-07-05 20:00:00,2023-07-04 20:00:00,24,288.333251953125,97.30000000000001,54.24
2023-07-05 21:00:00,2023-07-04 20:00:00,25,288.033251953125,95.5,33.5
2023-07-05 22:00:00,2023-07-04 20:00:00,26,287.73325195312503,100.0,24.68
2023-07-05 23:00:00,2023-07-04 20:00:00,27,287.96420898437503,100.0,16.48
2023-07-06 00:00:00,2023-07-04 20:00:00,28,287.5332763671875,100.0,12.34
2023-07-06 01:00:00,2023-07-04 20:00:00,29,287.333251953125,85.7,9.88
2023-07-06 02:00:00,2023-07-04 20:00:00,30,286.5868408203125,100.0,8.224
2023-07-06 03:00:00,2023-07-04 20:00:00,31,286.5576416015625,99.4,0.0
2023-07-06 04:00:00,2023-07-04 20:00:00,32,286.7509765625,100.0,0.0
2023-07-06 05:00:00,2023-07-04 20:00:00,33,287.1322265625,100.0,1.04
2023-07-06 06:00:00,2023-07-04 20:00:00,34,287.874951171875,100.0,10.912
2023-07-06 07:00:00,2023-07-04 20:00:00,35,288.064697265625,100.0,26.912
2023-07-06 08:00:00,2023-07-04 20:00:00,36,287.7215576171875,100.0,31.568
2023-07-06 09:00:00,2023-07-04 20:00:00,37,287.743115234375,100.0,75.56
2023-07-06 10:00:00,2023-07-04 20:00:00,38,287.7215576171875,100.0,77.64
2023-07-06 11:00:00,2023-07-04 20:00:00,39,287.821533203125,100.0,78.66
2023-07-06 12:00:00,2023-07-04 20:00:00,40,288.186279296875,98.30000000000001,78.22
2023-07-06 13:00:00,2023-07-04 20:00:00,41,288.4431396484375,85.7,142.82
2023-07-06 14:00:00,2023-07-04 20:00:00,42,288.6999755859375,98.7,221.632
2023-07-06 15:00:00,2023-07-04 20:00:00,43,289.091943359375,98.80000000000001,404.06
2023-07-06 16:00:00,2023-07-04 20:00:00,44,289.3822021484375,83.0,407.16
2023-07-06 17:00:00,2023-07-04 20:00:00,45,289.618212890625,5.0,474.84000000000003
2023-07-06 18:00:00,2023-07-04 20:00:00,46,289.47495117187503,4.7,484.896
2023-07-06 19:00:00,2023-07-04 20:00:00,47,289.29368896484374,5.0,464.896
2023-07-06 20:00:00,2023-07-04 20:00:00,48,289.00611572265626,33.5,428.44800000000004
2023-07-06 21:00:00,2023-07-04 20:00:00,49,288.706103515625,5.0,117.18
2023-07-06 22:00:00,2023-07-04 20:00:00,50,288.5035400390625,0.2,72.18
2023-07-06 23:00:00,2023-07-04 20:00:00,51,288.3321533203125,0.2,48.14
2023-07-07 00:00:00,2023-07-04 20:00:00,52,288.2482421875,6.7,36.1
2023-07-07 01:00:00,2023-07-04 20:00:00,53,288.1146484375,36.0,28.88
2023-07-07 02:00:00,2023-07-04 20:00:00,54,288.20869140625,14.4,24.080000000000002
2023-07-07 03:00:00,2023-07-04 20:00:00,55,288.13864746093753,27.0,0.0
2023-07-07 04:00:00,2023-07-04 20:00:00,56,288.0515625,17.400000000000002,0.0
2023-07-07 05:00:00,2023-07-04 20:00:00,57,287.977294921875,22.900000000000002,1.2
2023-07-07 06:00:00,2023-07-04 20:00:00,58,288.14499511718753,23.700000000000003,15.232000000000001
2023-07-07 07:00:00,2023-07-04 20:00:00,59,288.36545410156253,100.0,45.04
2023-07-07 08:00:00,2023-07-04 20:00:00,60,288.5981689453125,100.0,75.44
2023-07-07 09:00:00,2023-07-04 20:00:00,61,288.83090820312503,91.80000000000001,340.74
2023-07-07 10:00:00,2023-07-04 20:00:00,62,289.3291015625,90.80000000000001,418.62
2023-07-07 11:00:00,2023-07-04 20:00:00,63,289.796337890625,25.8,490.6
2023-07-07 12:00:00,2023-07-04 20:00:00,64,290.023974609375,93.60000000000001,557.44
2023-07-07 13:00:00,2023-07-04 20:00:00,65,290.24473876953124,83.80000000000001,600.5600000000001
2023-07-07 14:00:00,2023-07-04 20:00:00,66,290.3447265625,96.9,631.6320000000001
2023-07-07 15:00:00,2023-07-04 20:00:00,67,290.28342285156253,100.0,731.64
2023-07-07 16:00:00,2023-07-04 20:00:00,68,290.2999755859375,100.0,654.14
2023-07-07 17:00:00,2023-07-04 20:00:00,69,290.3999755859375,100.0,603.38
2023-07-07 18:00:00,2023-07-04 20:00:00,70,290.49998779296874,89.7,545.26
2023-07-07 19:00:00,2023-07-04 20:00:00,71,290.68577880859374,99.7,499.648
2023-07-07 20:00:00,2023-07-04 20:00:00,72,290.5711303710938,63.800000000000004,447.952
2023-07-07 21:00:00,2023-07-04 20:00:00,73,290.2,5.0,102.92
2023-07-07 22:00:00,2023-07-04 20:00:00,74,289.8016357421875,5.0,64.3
2023-07-07 23:00:00,2023-07-04 20:00:00,75,289.400830078125,28.6,42.88
