forecast_valid_time,forecast_issue_time,lead_hours,temperature_2m,cloud_cover,shortwave_radiation
2022-07-16 00:00:00,2022-07-15 20:00:00,4,287.47336425781253,1.3,31.5
2022-07-16 01:00:00,2022-07-15 20:00:00,5,287.4143798828125,0.6000000000000001,25.2
2022-07-16 02:00:00,2022-07-15 20:00:00,6,287.4477783203125,1.9000000000000001,20.992
2022-07-16 03:00:00,2022-07-15 20:00:00,7,287.28610839843753,12.9,0.0
2022-07-16 04:00:00,2022-07-15 20:00:00,8,286.7747314453125,11.0,0.0
2022-07-16 05:00:00,2022-07-15 20:00:00,9,286.33759765625,9.600000000000001,0.304
2022-07-16 06:00:00,2022-07-15 20:00:00,10,286.4175048828125,11.5,10.88
2022-07-16 07:00:00,2022-07-15 20:00:00,11,286.86015625,0.4,38.592
2022-07-16 08:00:00,2022-07-15 20:00:00,12,287.3601318359375,2.6,79.2
2022-07-16 09:00:00,2022-07-15 20:00:00,13,288.087451171875,2.1,418.94
2022-07-16 10:00:00,2022-07-15 20:00:00,14,289.4523193359375,1.8,483.42
2022-07-16 11:00:00,2022-07-15 20:00:00,15,290.50644531250003,5.0,543.48
2022-07-16 12:00:00,2022-07-15 20:00:00,16,291.00583496093753,3.6,596.24
2022-07-16 13:00:00,2022-07-15 20:00:00,17,291.1511962890625,5.0,638.28
2022-07-16 14:00:00,2022-07-15 20:00:00,18,290.495361328125,25.700000000000003,668.16
2022-07-16 15:00:00,2022-07-15 20:00:00,19,289.9488037109375,23.6,778.36
2022-07-16 16:00:00,2022-07-15 20:00:00,20,289.86569824218753,4.2,751.26
2022-07-16 17:00:00,2022-07-15 20:00:00,21,289.6566162109375,0.0,710.54
2022-07-16 18:00:00,2022-07-15 20:00:00,22,289.57783203125,0.0,660.288
2022-07-16 19:00:00,2022-07-15 20:00:00,23,289.555712890625,0.0,603.28
2022-07-16 20:00:00,2022-07-15 20:00:00,24,289.4756103515625,0.5,542.048
2022-07-16 21:00:00,2022-07-15 20:00:00,25,289.40390625000003,0.0,107.62
2022-07-16 22:00:00,2022-07-15 20:00:00,26,288.9895263671875,5.0,62.64
2022-07-16 23:00:00,2022-07-15 20:00:00,27,288.42416992187503,3.5,41.74
2022-07-17 00:00:00,2022-07-15 20:00:00,28,288.3267822265625,13.600000000000001,31.32
2022-07-17 01:00:00,2022-07-15 20:00:00,29,288.23215332031253,1.3,25.056
2022-07-17 02:00:00,2022-07-15 20:00:00,30,287.910693359375,5.0,20.864
2022-07-17 03:00:00,2022-07-15 20:00:00,31,287.60537109375,33.2,0.0
2022-07-17 04:00:00,2022-07-15 20:00:00,32,287.24313964843753,100.0,0.0
2022-07-17 05:00:00,2022-07-15 20:00:00,33,287.0215576171875,100.0,0.24
2022-07-17 06:00:00,2022-07-15 20:00:00,34,287.31611328125,100.0,7.6160000000000005
2022-07-17 07:00:00,2022-07-15 20:00:00,35,287.743115234375,100.0,25.312
2022-07-17 08:00:00,2022-07-15 20:00:00,36,288.2546630859375,100.0,50.192
2022-07-17 09:00:00,2022-07-15 20:00:00,37,288.664697265625,99.80000000000001,318.5
2022-07-17 10:00:00,2022-07-15 20:00:00,38,288.9078369140625,61.1,382.42
2022-07-17 11:00:00,2022-07-15 20:00:00,39,289.30783691406253,6.5,466.26
2022-07-17 12:00:00,2022-07-15 20:00:00,40,289.686279296875,19.200000000000003,533.96
2022-07-17 13:00:00,2022-07-15 20:00:00,41,289.46469726562503,100.0,583.58
2022-07-17 14:00:00,2022-07-15 20:00:00,42,289.6647216796875,100.0,610.912
2022-07-17 15:00:00,2022-07-15 20:00:00,43,289.786279296875,100.0,664.2
2022-07-17 16:00:00,2022-07-15 20:00:00,44,289.92416992187503,99.60000000000001,633.26
2022-07-17 17:00:00,2022-07-15 20:00:00,45,290.286279296875,97.5,604.88
2022-07-17 18:00:00,2022-07-15 20:00:00,46,290.208056640625,100.0,550.08
2022-07-17 19:00:00,2022-07-15 20:00:00,47,289.91611328125003,100.0,484.928
2022-07-17 20:00:00,2022-07-15 20:00:00,48,289.824169921875,100.0,419.968
2022-07-17 21:00:00,2022-07-15 20:00:00,49,289.808056640625,100.0,41.74
2022-07-17 22:00:00,2022-07-15 20:00:00,50,289.708056640625,100.0,25.8
2022-07-17 23:00:00,2022-07-15 20:00:00,51,289.781494140625,93.80000000000001,17.2
2022-07-18 00:00:00,2022-07-15 20:00:00,52,289.6999755859375,100.0,12.896
2022-07-18 01:00:00,2022-07-15 20:00:00,53,289.5822265625,100.0,10.32
2022-07-18 02:00:00,2022-07-15 20:00:00,54,289.5,92.30000000000001,8.592
2022-07-18 03:00:00,2022-07-15 20:00:00,55,289.4840576171875,99.9,0.0
2022-07-18 04:00:00,2022-07-15 20:00:00,56,289.398193359375,89.5,0.0
2022-07-18 05:00:00,2022-07-15 20:00:00,57,289.2981811523438,72.5,0.192
2022-07-18 06:00:00,2022-07-15 20:00:00,58,289.60410156250003,100.0,8.704
2022-07-18 07:00:00,2022-07-15 20:00:00,59,289.7177734375,68.2,28.016000000000002
2022-07-18 08:00:00,2022-07-15 20:00:00,60,289.9294799804688,100.0,60.800000000000004
2022-07-18 09:00:00,2022-07-15 20:00:00,61,290.2086181640625,99.9,291.3
2022-07-18 10:00:00,2022-07-15 20:00:00,62,290.42242431640625,100.0,313.66
2022-07-18 11:00:00,2022-07-15 20:00:00,63,290.3288940429688,100.0,301.46
2022-07-18 12:00:00,2022-07-15 20:00:00,64,290.77666015625,100.0,307.88
2022-07-18 13:00:00,2022-07-15 20:00:00,65,291.138134765625,100.0,344.74
2022-07-18 14:00:00,2022-07-15 20:00:00,66,291.38392333984376,99.60000000000001,407.37600000000003
2022-07-18 15:00:00,2022-07-15 20:00:00,67,291.383935546875,100.0,656.04
2022-07-18 16:00:00,2022-07-15 20:00:00,68,291.5404052734375,91.80000000000001,616.34
2022-07-18 17:00:00,2022-07-15 20:00:00,69,291.6236572265625,62.300000000000004,595.78
2022-07-18 18:00:00,2022-07-15 20:00:00,70,291.686279296875,99.7,563.1
2022-07-18 19:00:00,2022-07-15 20:00:00,71,291.70703125,81.7,512.08
2022-07-18 20:00:00,2022-07-15 20:00:00,72,291.53782958984374,43.1,460.704
2022-07-18 21:00:00,2022-07-15 20:00:00,73,291.235498046875,5.0,95.08
2022-07-18 22:00:00,2022-07-15 20:00:00,74,290.7331787109375,6.300000000000001,54.82
2022-07-18 23:00:00,2022-07-15 20:00:00,75,290.59068603515624,45.900000000000006,36.54
