forecast_valid_time,forecast_issue_time,lead_hours,temperature_2m,cloud_cover,shortwave_radiation
2021-12-14 00:00:00,2021-12-13 19:00:00,5,279.36298828125,100.0,0.0
2021-12-14 01:00:00,2021-12-13 19:00:00,6,279.330703125,100.0,0.0
2021-12-14 02:00:00,2021-12-13 19:00:00,7,279.226015625,100.0,0.0
2021-12-14 03:00:00,2021-12-13 19:00:00,8,279.1876171875,100.0,0.0
2021-12-14 04:00:00,2021-12-13 19:00:00,9,279.1683203125,100.0,0.0
2021-12-14 05:00:00,2021-12-13 19:00:00,10,279.1537890625,100.0,0.0
2021-12-14 06:00:00,2021-12-13 19:00:00,11,279.3108984375,100.0,0.0
2021-12-14 07:00:00,2021-12-13 19:00:00,12,279.29373046875,4.7,0.0
2021-12-14 08:00:00,2021-12-13 19:00:00,13,279.08748046875,100.0,0.0
2021-12-14 09:00:00,2021-12-13 19:00:00,14,278.82025390625,69.5,0.0
2021-12-14 10:00:00,2021-12-13 19:00:00,15,278.70089843750003,77.80000000000001,6.640000000000001
2021-12-14 11:00:00,2021-12-13 19:00:00,16,278.83513671875,42.1,22.52
2021-12-14 12:00:00,2021-12-13 19:00:00,17,279.0926171875,84.10000000000001,39.300000000000004
2021-12-14 13:00:00,2021-12-13 19:00:00,18,279.045546875,100.0,50.58
2021-12-14 14:00:00,2021-12-13 19:00:00,19,278.91890625,86.10000000000001,69.32000000000001
2021-12-14 15:00:00,2021-12-13 19:00:00,20,278.7513671875,99.0,50.86
2021-12-14 16:00:00,2021-12-13 19:00:00,21,278.6669140625,9.5,34.34
2021-12-14 17:00:00,2021-12-13 19:00:00,22,278.6658203125,100.0,25.76
2021-12-14 18:00:00,2021-12-13 19:00:00,23,278.67099609375003,100.0,20.6
2021-12-14 19:00:00,2021-12-13 19:00:00,24,278.78769531250003,100.0,17.16
2021-12-14 20:00:00,2021-12-13 19:00:00,25,278.7534375,100.0,0.0
2021-12-14 21:00:00,2021-12-13 19:00:00,26,278.8322265625,100.0,0.0
2021-12-14 22:00:00,2021-12-13 19:00:00,27,278.93341796875,100.0,0.0
2021-12-14 23:00:00,2021-12-13 19:00:00,28,279.03818359375003,100.0,0.0
2021-12-15 00:00:00,2021-12-13 19:00:00,29,279.2409765625,100.0,0.0
2021-12-15 01:00:00,2021-12-13 19:00:00,30,279.69154296875,100.0,0.0
2021-12-15 02:00:00,2021-12-13 19:00:00,31,279.9576953125,100.0,0.0
2021-12-15 03:00:00,2021-12-13 19:00:00,32,279.94869140625,98.10000000000001,0.0
2021-12-15 04:00:00,2021-12-13 19:00:00,33,279.9376171875,57.5,0.0
2021-12-15 05:00:00,2021-12-13 19:00:00,34,279.94861328125,78.80000000000001,0.0
2021-12-15 06:00:00,2021-12-13 19:00:00,35,279.99345703125,100.0,0.0
2021-12-15 07:00:00,2021-12-13 19:00:00,36,280.05638671875,100.0,0.0
2021-12-15 08:00:00,2021-12-13 19:00:00,37,279.77158203125003,100.0,0.0
2021-12-15 09:00:00,2021-12-13 19:00:00,38,279.632734375,100.0,0.0
2021-12-15 10:00:00,2021-12-13 19:00:00,39,279.69601562500003,98.7,2.56
2021-12-15 11:00:00,2021-12-13 19:00:00,40,279.67021484375,100.0,8.64
2021-12-15 12:00:00,2021-12-13 19:00:00,41,279.73496093750003,100.0,12.280000000000001
2021-12-15 13:00:00,2021-12-13 19:00:00,42,280.05441406250003,100.0,13.52
2021-12-15 14:00:00,2021-12-13 19:00:00,43,280.13912109375,100.0,20.2
2021-12-15 15:00:00,2021-12-13 19:00:00,44,280.255234375,93.30000000000001,23.36
2021-12-15 16:00:00,2021-12-13 19:00:00,45,280.25291015625,100.0,15.92
2021-12-15 17:00:00,2021-12-13 19:00:00,46,280.2459375,100.0,11.94
2021-12-15 18:00:00,2021-12-13 19:00:00,47,280.2400390625,100.0,9.56
2021-12-15 19:00:00,2021-12-13 19:00:00,48,280.31890625,100.0,7.96
2021-12-15 20:00:00,2021-12-13 19:00:00,49,280.51701171875,100.0,0.0
2021-12-15 21:00:00,2021-12-13 19:00:00,50,280.68328125,99.9,0.0
2021-12-15 22:00:00,2021-12-13 19:00:00,51,280.5556640625,90.80000000000001,0.0
2021-12-15 23:00:00,2021-12-13 19:00:00,52,280.36087890625,9.3,0.0
2021-12-16 00:00:00,2021-12-13 19:00:00,53,280.24722656250003,64.0,0.0
2021-12-16 01:00:00,2021-12-13 19:00:00,54,280.23189453125,3.0,0.0
2021-12-16 02:00:00,2021-12-13 19:00:00,55,280.02369140625,4.800000000000001,0.0
2021-12-16 03:00:00,2021-12-13 19:00:00,56,279.9321875,0.4,0.0
2021-12-16 04:00:00,2021-12-13 19:00:00,57,279.78873046875003,0.0,0.0
2021-12-16 05:00:00,2021-12-13 19:00:00,58,279.80158203125,0.0,0.0
2021-12-16 06:00:00,2021-12-13 19:00:00,59,279.86484375000003,0.0,0.0
2021-12-16 07:00:00,2021-12-13 19:00:00,60,279.9334765625,0.0,0.0
2021-12-16 08:00:00,2021-12-13 19:00:00,61,280.0228515625,0.0,0.0
2021-12-16 09:00:00,2021-12-13 19:00:00,62,280.0116796875,0.0,0.0
2021-12-16 10:00:00,2021-12-13 19:00:00,63,279.81654296875,0.0,6.78
2021-12-16 11:00:00,2021-12-13 19:00:00,64,279.6966015625,0.7000000000000001,23.96
2021-12-16 12:00:00,2021-12-13 19:00:00,65,279.71630859375,1.6,41.52
2021-12-16 13:00:00,2021-12-13 19:00:00,66,279.7331640625,23.200000000000003,53.94
2021-12-16 14:00:00,2021-12-13 19:00:00,67,279.70783203125,62.300000000000004,82.34
2021-12-16 15:00:00,2021-12-13 19:00:00,68,279.66935546875,13.0,57.82
2021-12-16 16:00:00,2021-12-13 19:00:00,69,279.55892578125,19.900000000000002,38.96
2021-12-16 17:00:00,2021-12-13 19:00:00,70,279.50677734375,77.30000000000001,29.22
2021-12-16 18:00:00,2021-12-13 19:00:00,71,279.59681640625,96.10000000000001,23.38
2021-12-16 19:00:00,2021-12-13 19:00:00,72,279.53486328125,30.700000000000003,19.48
2021-12-16 20:00:00,2021-12-13 19:00:00,73,279.36333984375,0.1,0.0
2021-12-16 21:00:00,2021-12-13 19:00:00,74,279.23455078125,0.0,0.0
2021-12-16 22:00:00,2021-12-13 19:00:00,75,279.01357421875,0.0,0.0
2021-12-16 23:00:00,2021-12-13 19:00:00,76,278.74328125,0.0,0.0
