lead_bucket_label,rows,mae_w,rmse_w,bias_w,nmae_capacity,nrmse_capacity,baseline_mae_w,skill_vs_baseline
6h_plus,11061,978.2039047043884,1545.7845381708769,-112.80870999557644,0.08892762770039894,0.14052586710644335,1337.71991682488,0.2687528290479626
