fold_name,fold_id,train_rows,validation_rows,backend,mae_w,rmse_w,bias_w,skill_vs_daily,skill_vs_persistence,skill_vs_weekly
fold_01,1,17627,848,lightgbm,334.3105443814214,532.4405457431036,22.532377469905462,0.34189004476742846,0.5008638777343859,0.3630291514208046
fold_02,2,22223,1906,lightgbm,1073.3016369737786,1653.6067127897418,23.31203846468315,0.3248837620432353,0.7134913637495235,0.3786907425681404
fold_03,3,29784,1675,lightgbm,953.6838689824858,1391.1787080057338,-159.79464540723507,0.3084496376720568,0.7357236551683506,0.45820179823357743
fold_04,4,34619,762,lightgbm,128.10029949979358,191.57141495814756,-21.16182502052509,0.3983009824515946,0.29427956115819787,0.48003266311449166
fold_05,5,38454,1669,lightgbm,838.9612434686825,1313.5272377655579,-216.93110722113715,0.4838590796817728,0.7714535627325115,0.6039241616573346
fold_06,6,45761,1910,lightgbm,932.472110171902,1453.6524436604407,51.170658405926225,0.39967286432154325,0.6668157533373518,0.4904564806426369
fold_07,7,51490,851,lightgbm,218.30330816094275,418.13614083446294,-20.343953779490086,0.2894555288654217,0.4753865490653951,0.4984066958491401
fold_08,8,54897,1396,lightgbm,1145.0301166113493,1670.1310444569913,343.59229829085274,0.3716174080108423,0.49240606104436213,0.4604413101513556
