fold_name,fold_id,train_rows,validation_rows,backend,mae_w,rmse_w,bias_w,skill_vs_daily,skill_vs_persistence,skill_vs_weekly
fold_01,1,17602,855,lightgbm,363.0091671968335,541.6139464984865,-56.67406186263324,0.34934501577873145,0.45438736621600573,0.3459721551233308
fold_02,2,22139,1906,lightgbm,1133.9262492972903,1646.6310199280263,-164.67417579633621,0.286750343822765,0.6973081451633699,0.3435965700007546
fold_03,3,29698,1675,lightgbm,1079.9742625736521,1583.64953543852,-270.1740417452399,0.21687194585297298,0.7007271907306819,0.38645484898395743
fold_04,4,34568,762,lightgbm,148.0640380725939,210.10579211706147,12.427118755717697,0.3045294461417477,0.1842968491619441,0.39899856701548764
fold_05,5,38379,1669,lightgbm,1011.1776619897406,1558.155087907493,34.48036155025109,0.3779090832530211,0.7245390607833833,0.5226203316257085
fold_06,6,45668,1910,lightgbm,966.237173557849,1442.2909571237237,266.21751024862704,0.37793485889771317,0.6547510630532752,0.4720057741375082
fold_07,7,51432,851,lightgbm,242.04730193801976,451.0416259378693,-77.56689962055138,0.2121723963142753,0.4183264036223461,0.4438503613954219
fold_08,8,54830,1396,lightgbm,1140.2201516887835,1671.7489144213084,224.64979966308533,0.3742570750218409,0.4945383272667643,0.46270785173326445
