fold_name,fold_id,train_rows,validation_rows,backend,mae_w,rmse_w,bias_w,skill_vs_daily,skill_vs_persistence,skill_vs_weekly
fold_01,1,17558,877,xgboost,379.98528220688877,594.7028526937995,-30.23771924929037,0.28168359638685003,0.3949850174735271,0.39384491662827237
fold_02,2,22163,1931,xgboost,1084.982214702381,1533.8991892321471,-152.52506839527575,0.34010249917783,0.7043661043744521,0.4061687860489821
fold_03,3,29665,1654,xgboost,1378.2695136916168,2031.634831545659,-710.2291876429955,0.004203166215607457,0.6240191238650543,0.245553133725947
fold_04,4,34473,762,xgboost,162.20666401499878,228.33240824071544,52.73213209347736,0.1562578299195242,0.11937161233271776,0.26432946468449237
fold_05,5,38308,1689,xgboost,1122.5036203536392,1722.4821928210752,-196.93877808911128,0.350297035903543,0.7117607561631901,0.5007860852745607
fold_06,6,45547,1901,xgboost,1138.8058509803927,1628.6413031579789,215.97217424437287,0.2780368884575918,0.5903241189426346,0.3850779640984029
fold_07,7,51278,851,xgboost,216.72568431556155,373.6165762224885,-66.09961708143932,0.29459045746686674,0.4791778003147439,0.5020315862091549
fold_08,8,54667,1396,xgboost,1248.634879928776,1802.8150464996515,133.3250031435387,0.31476001293332456,0.44647788051536974,0.41162089089193477
