fold_name,fold_id,train_rows,validation_rows,backend,mae_w,rmse_w,bias_w,skill_vs_daily,skill_vs_persistence,skill_vs_weekly
fold_01,1,861860,41986,segmented_xgboost,368.41829604427323,626.9565450417595,-165.68989024539107,0.26026465172173496,0.4355170699473566,0.2821584933360174
fold_02,2,1089026,92760,segmented_xgboost,1463.6460415264476,2107.092009225898,-358.2537620763797,0.16825792835700693,0.5726244061376078,0.22563030666269124
fold_03,3,1459133,81839,segmented_xgboost,1163.0040697597751,1644.1334714809518,-186.63740282379848,0.23919019402969588,0.6431880534309284,0.40633509960161673
fold_04,4,1692684,37234,segmented_xgboost,140.15928280053635,196.3068120612693,25.5263108000417,0.3354234878243526,0.1819659537542494,0.42623705127570377
fold_05,5,1882424,81685,segmented_xgboost,1280.874164247224,1911.4298063288143,64.4989927963028,0.25578975265069803,0.6129983427828709,0.44725826785672484
fold_06,6,2239750,93976,segmented_xgboost,1359.5799211140504,1868.715239401869,324.8954634381465,0.20750938353334625,0.5007572865495369,0.3288043661365774
fold_07,7,2518260,40906,segmented_xgboost,229.79080469133464,428.6179558786934,-76.80510873576566,0.23692456477871737,0.41574755040057254,0.46466331603914146
fold_08,8,2685671,68679,segmented_xgboost,1418.5728849045636,1948.6736262027323,506.06563284700144,0.232492022090537,0.0,0.3584629996552926
