lead_bucket_label,rows,mae_w,rmse_w,bias_w,nmae_capacity,nrmse_capacity,baseline_mae_w,skill_vs_baseline
6h_plus,11024,882.1041419629241,1404.7216213326196,0.7463261396077976,0.0801912856329931,0.1277019655756927,1312.0624092888245,0.32769650611280765
